mal_id,title,type,score,members,genres,tags
2730,1+2=Paradise,OVA,4.78,12236,Comedy|Romance|Ecchi|Fantasy,Love Polygon|sudden girlfriend appearance|coming of age|rivalry|sexual humour
2731,Shishunki Bishoujo Gattai Robo Z-Mind,OVA,6.45,1660,Comedy|Action,Mecha|Parody|piloted robot|super robot
2732,Baby Baachan,TV,6.58,1316,Comedy|Drama,
2733,MiniPato,Movie,6.32,3984,Comedy|Action|Sci-Fi,Parody|robot|Mecha|transforming craft|super deformed|Gag Humor|medium awareness|law and order|special squads|super robot|real robot|hard science fiction
2734,Mazinkaiser: Shitou! Ankoku Dai Shougun,OVA,7.21,6241,Action|Sci-Fi|Fantasy,Mecha|piloted robot|demon|super robot
2735,Mugen Senki Portriss,TV,6.04,747,Sci-Fi|Action,Mecha
2736,Mojakou,TV,7.35,3359,Comedy|Fantasy|Sci-Fi,
2737,Kouryuu no Mimi: Mina no Shou,OVA,4.97,1752,Action|Drama|Romance,Super Power|Martial Arts|plot continuity|murder
2738,Kasumin 3rd Season,TV,6.9,1131,Fantasy,
2739,Highschool Aurabuster: Hikari no Mezame,OVA,5.6,1220,Drama|Fantasy,Super Power
2740,Monkey Turn,TV,7.16,2477,Action|Drama|Sports,Racing
2741,Monkey Turn V,TV,7.41,1504,Action|Drama|Sports,Racing
2744,Potemayo,TV,7.41,22984,Comedy|Romance|Slice of Life,School|juujin|trap|middle school|Crossdressing|super deformed|Gag Humor|violence|ecchi|rivalry
2745,Jigoku Sensei Nube OVA,OVA,7.27,4619,Action|Comedy|Horror|Supernatural|Fantasy|Slice of Life,Mythology|School|elementary school|magic|ghost|Super Power|demon|contemporary fantasy|dark fantasy|super deformed|Gag Humor|nudity|violence|Love Polygon|angst|ecchi|tragedy|coming of age|female teacher
2746,Vexille: 2077 Nihon Sakoku,Movie,6.89,19634,Action|Sci-Fi|Romance,Military|Detective|android|gunfights|human enhancement|Mecha|power suit|violence|Love Polygon|angst|cyberpunk|politics|disaster|ecology|conspiracy|dystopia|tragedy|special squads|genetic modification|post-apocalyptic|rotten world|hard science fiction|epidemic|guerilla warfare
2747,Tetsuwan Atom,TV,7.2,15003,Action|Adventure|Drama|Sci-Fi,Super Power|Mecha|superhero
2748,Dash! Kappei,TV,7.28,6373,Comedy|Sports|Ecchi|Action,basketball|pantsu|ecchi
2749,Heisei Inu Monogatari Bow,TV,7.26,1853,Comedy,Gag Humor|Pets
2750,Heisei Inu Monogatari Bow Movie,Movie,6.38,527,Comedy,Gag Humor|Pets
2752,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,OVA,7.89,40912,Sports,high school|Super Power|tennis|School
2753,Ushiro no Shoumen Daare,Movie,7.7,15772,Drama|Slice of Life,Historical|Military|elementary school|air force|School|anti-war|disaster|tragedy|coming of age|war|post-war
2754,Cleopatra D.C.,OVA,6.26,4828,Action|Adventure|Sci-Fi|Comedy,cyborg|gunfights|Super Power|human enhancement|Gag Humor|Parody|stereotypes|angst|crime|conspiracy|special squads|genetic modification
2755,Cleopatra,Movie,5.66,8127,Sci-Fi|Action|Fantasy|Adventure|Comedy,Historical|Military|navy|Time Travel|Gag Humor|Parody|angst|conspiracy|tragedy
2756,Cheonnyeon-yeowoo Yeowoobi,Movie,7.21,15365,Drama|Fantasy|Sci-Fi|Comedy|Romance,magic|alien|Super Power|contemporary fantasy|angst|henshin|friendship|School|tragedy|coming of age|Buddhism
2757,Juuni Senshi Bakuretsu Eto Ranger,TV,7.8,3339,Action|Comedy|Fantasy|Sci-Fi|Adventure,Anthropomorphic|space travel|absurdist humour|Gag Humor|Parody|violence|plot continuity|stereotypes|pantsu|henshin|ecchi|friendship|the arts|literature|space battles
2758,Shippuu! Iron Leaguer,TV,7.39,2263,Sci-Fi|Sports|Action,Mecha|Team Sports|robot
2759,Evangelion Movie 1: Jo,Movie,8.0,619334,Award Winning|Drama|Sci-Fi|Suspense|Action,Mecha|Military|middle school|alien|robot|gunfights|human enhancement|piloted robot|angst|Anthropomorphic|School|disaster|conspiracy|tragedy|genetic modification|post-apocalyptic|war|biopunk|end of the world
2760,Densetsu Kyojin Ideon: Sesshoku-hen,Movie,6.23,5686,Drama|Sci-Fi|Action|Comedy,Mecha|Space|Military|gunfights|space travel|transforming craft|piloted robot|violence|humanoid alien|plot continuity|stereotypes|angst|henshin|tragedy|space battles
2761,Densetsu Kyojin Ideon: Hatsudou-hen,Movie,8.0,13378,Drama|Sci-Fi|Action|Fantasy|Comedy|Romance,Mecha|Space|Military|alien|gunfights|space travel|piloted robot|humanoid alien|plot continuity|stereotypes|angst|henshin|tragedy|coming of age|space battles|end of the world
2762,Igano Kabamaru,TV,7.92,13233,Action|Adventure|Comedy|Romance,School|baseball|high school|Martial Arts|ninja|Gag Humor|Love Polygon|training|student government
2765,Momotarou: Umi no Shinpei,Movie,5.09,3408,Action|Comedy,Military|pirate|air force|Anthropomorphic
2766,Super Doll Licca-chan,TV,6.94,5457,Adventure|Comedy,Mahou Shoujo
2767,Taneyamagahara no Yoru,Movie,5.51,6423,Fantasy|Slice of Life,Psychological|Anthropomorphic
2769,Galactic Patrol Lensman,TV,7.05,2736,Action|Adventure|Sci-Fi,space opera
2770,SF Shinseiki Lensman,Movie,6.45,4436,Action|Adventure|Sci-Fi|Comedy|Romance,Space|robot helper|alien|gunfights|Super Power|space travel|Gag Humor|Parody|violence|stereotypes|disaster|tragedy|coming of age|earthquake|space battles|space opera
2771,Chou Kuse ni Narisou,TV,6.98,3173,Comedy|Romance,Crossdressing|School
2772,Juushin Enbu: Hero Tales,TV,6.81,29489,Action|Adventure|Fantasy|Comedy,Martial Arts|swordplay|Super Power
2775,Genocyber,OVA,5.89,45599,Horror|Sci-Fi|Action|Romance,Mecha|Psychological|Military|navy|air force|cyborg|Super Power|sex|nudity|violence|plot continuity|angst|cyberpunk|tragedy|post-apocalyptic
2776,Generation of Chaos,OVA,3.18,3910,Action|Adventure|Fantasy,magic
2777,Generation of Chaos Next: Chikai no Pendant,OVA,3.29,2312,Action|Adventure|Fantasy|Romance|Comedy,Military|swordplay
2778,Generation of Chaos III: Toki no Fuuin,OVA,3.56,2044,Action|Adventure|Fantasy,magic
2779,Sotsugyou M: Ore-tachi no Carnival,OVA,5.3,2515,Drama|Boys Love,School
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,OVA,5.67,5590,Action|Adventure|Comedy|Supernatural|Sci-Fi,School|high school|delinquent|Martial Arts|human enhancement|absurdist humour|Gag Humor|school clubs|genetic modification
2781,Saint Luminous Jogakuin,TV,6.34,3961,Mystery|Supernatural|Girls Love|Suspense|Slice of Life|Sports,Psychological|Detective|all-girls school|nun|kendo|high school|alien|ghost|Crossdressing|space travel|contemporary fantasy|combat|plot continuity|ecchi|friendship|School|conspiracy|the arts|tragedy|dark-skinned girl
2782,Fire Emblem,OVA,5.83,15539,Action|Adventure|Fantasy|Comedy|Slice of Life,Military|pirate|magic|swordplay|violence|feudal warfare|angst|crime|tragedy|coming of age|war
2783,Oyayubi Hime Monogatari,TV,6.74,2460,Adventure|Fantasy|Comedy|Romance,magic|Anthropomorphic|coming of age
2785,OZ,OVA,5.41,2478,Action|Drama|Sci-Fi,Military|cyborg|post-apocalyptic
2786,Bakegyamon,TV,6.61,4385,Action|Adventure|Fantasy,Isekai|Strategy Game|demon|proxy battles
2787,Shakugan no Shana II (Second),TV,7.54,320287,Action|Drama|Fantasy|Romance,School|Urban Fantasy|Super Power|demon|contemporary fantasy|violence|Love Polygon|plot continuity|pantsu
2789,B-Legend! Battle B-Daman,TV,6.4,15000,Adventure|Fantasy,Strategy Game
2790,Oira Sukeban,OVA,5.17,3094,Comedy|Ecchi|Action|Romance|Sports,Crossdressing|Delinquents|School|baseball|trap|lingerie|judo|middle school|Martial Arts|absurdist humour|Gag Humor|school clubs|nudity|violence|combat|tennis|sexual fantasies|ecchi|crime|conspiracy|large breasts
2791,Makasete Iruka!,OVA,6.39,2749,Action|Award Winning|Comedy|Slice of Life,School|elementary school|Gag Humor|dark-skinned girl
2792,Panzer Dragoon,OVA,3.59,4425,Action|Fantasy|Sci-Fi|Adventure,horse riding|dragon
2793,Hi no Tori 2772: Ai no CosmoZone,Movie,6.84,5688,Adventure|Drama|Fantasy|Romance|Sci-Fi|Action|Horror|Comedy|Slice of Life,Space|android|alien|Martial Arts|gunfights|space travel|transforming craft|Gag Humor|violence|Love Polygon|angst|Anthropomorphic|ecology|law and order|tragedy|coming of age|human-android love|end of the world
2795,Dragonaut: The Resonance,TV,6.59,81315,Drama|Fantasy|Romance|Sci-Fi|Action|Comedy,Mecha|gigantic breasts|alien|dragon|Super Power|space travel|absurdist humour|Gag Humor|violence|humanoid alien|sudden girlfriend appearance|plot continuity|stereotypes|angst|ecchi|cyberpunk|tragedy|coming of age|special squads|large breasts
2797,Koukou Tekken-den Tough,OVA,6.87,5000,Action,Martial Arts
2799,Hello! Sandybell,TV,7.16,7369,Adventure|Romance,
2800,Candy Candy,TV,7.66,35544,Drama|Romance,Historical|nun|nurse|Love Polygon|plot continuity|School|tragedy|coming of age
2801,Candy Candy: Haru no Yobigoe,Movie,6.85,3152,Drama|Romance|Comedy|Slice of Life,nun|School|tragedy|coming of age
2802,Candy Candy: Candy no Natsu Yasumi,Movie,6.76,3269,Drama|Romance,
2803,Densetsu no Yuusha da Garn,TV,7.41,5441,Sci-Fi|Action|Comedy,Mecha|robot helper|alien|transforming craft|Gag Humor|humanoid alien|plot continuity|super robot
2804,Hana no Mahoutsukai Mary Bell,TV,7.22,4136,Adventure|Fantasy|Comedy,magic|Mahou Shoujo
2805,Onegai! Samia Don,TV,7.21,1747,Comedy|Fantasy|Slice of Life,contemporary fantasy
2806,Yadamon,TV,7.27,2546,Adventure|Comedy|Fantasy,Mahou Shoujo
2808,Irregular Hunter X: The Day of Sigma,OVA,7.35,13276,Action|Sci-Fi|Comedy,android|gunfights|swordplay|Mecha|absurdist humour|violence|stereotypes|cyberpunk|conspiracy|law and order|tragedy|coming of age
2809,Fuusen Shoujo Temple-chan,TV,6.29,851,Adventure|Comedy,
2810,Anime Himitsu no Hanazono,TV,7.22,7043,Drama|Slice of Life,Historical|plot continuity|friendship|coming of age|parental abandonment
2811,Soratobu Yuureisen,Movie,6.61,7146,Adventure|Drama|Sci-Fi|Action,Mecha|pirate|violence|conspiracy|tragedy
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,7.36,6589,Adventure|Comedy|Drama|Fantasy|Romance,middle school|alien|medium awareness|Parody|Western|Anthropomorphic|politics|racism|conspiracy
2814,Dondon Dommel to Ron,TV,6.65,1321,Comedy,
2815,Geragera Boes Monogatari,TV,7.0,2005,Comedy|Slice of Life,Anthropomorphic|violence
2816,Toushou Daimos,TV,7.35,7303,Adventure|Drama|Romance|Sci-Fi,Mecha|alien|robot|Martial Arts|piloted robot|humanoid alien|plot continuity|super robot
2817,Cinderella Monogatari,TV,7.33,9089,Adventure|Fantasy|Romance|Comedy,magic|Anthropomorphic
2818,Madou King Granzort,TV,7.55,3521,Comedy|Fantasy|Sci-Fi|Action|Adventure,Mecha|magic|alien|robot|piloted robot|humanoid alien|plot continuity|friendship|super robot
2819,Dragon Quest: Yuusha Abel Densetsu,TV,7.22,8493,Action|Adventure|Fantasy,
2820,Time Travel Tondekeman!,TV,7.65,3149,Action|Adventure|Comedy|Sci-Fi,magic|Time Travel|thievery
2822,Bamboo Bears,TV,5.87,1038,Comedy,
2823,Barbapapa,TV,6.29,3288,Comedy|Fantasy,plot continuity|henshin
2824,Barbapapa Sekai wo Mawaru,TV,5.87,1571,Adventure|Comedy,plot continuity|henshin
2825,Arabian Nights: Sindbad no Bouken (TV),TV,7.29,8488,Adventure|Fantasy|Romance,Historical|magic
2826,Oz no Mahoutsukai (TV),TV,7.02,3530,Adventure|Fantasy|Gourmet|Action|Comedy,magic|coming of age
2827,Calimero,TV,6.26,4519,Comedy,
2828,Ie Naki Ko,TV,7.98,19979,Adventure|Drama,Historical|plot continuity|stereotypes|performance|angst|the arts|tragedy|coming of age
2829,Ie Naki Ko Remy,TV,7.96,24283,Adventure|Drama,Historical
2830,Chibikko Remi to Meiken Kapi,Movie,5.89,1327,Adventure|Drama,
2831,Ie Naki Ko (Movie),Movie,6.58,1655,Adventure|Drama,
2833,Gulliver no Uchuu Ryokou,Movie,6.37,2358,Adventure|Sci-Fi,tales
2834,Miracle☆Girls,TV,7.44,6620,Fantasy|Romance|Action|Adventure|Comedy|Slice of Life|Sports,baseball|middle school|magic|Mahou Shoujo|Super Power|Time Travel|contemporary fantasy|super deformed|Gag Humor|school clubs|nudity|violence|volleyball|plot continuity|performance|angst|School|crime|conspiracy|the arts|law and order|tragedy|coming of age|police
2835,Patalliro!,TV,7.52,11178,Adventure|Boys Love|Comedy|Action|Romance,android|bishounen|gunfights|Time Travel|Parody|sex
2836,Chiisana Viking Vickie,TV,6.72,4396,Adventure|Comedy|Slice of Life,Historical|swordplay
2837,Ariel Deluxe,OVA,6.44,2743,Comedy|Sci-Fi|Action,Mecha|alien|piloted robot|nudity
2839,Ariel Visual,OVA,6.12,3344,Comedy|Sci-Fi|Action,Mecha|alien|piloted robot|violence|humanoid alien
2840,Youkoso Lodoss-tou e!,Movie,6.51,2833,Comedy,Parody|super deformed|Gag Humor
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,Movie,7.33,125636,Action|Adventure|Comedy|Drama|Fantasy,proxy battles
2848,Kappa no Coo to Natsuyasumi,Movie,7.54,20444,Adventure|Award Winning|Supernatural|Fantasy|Comedy|Romance|Slice of Life,elementary school|contemporary fantasy|nudity|violence|friendship|School|crime|tragedy|coming of age|murder|thievery
2851,Ninkuu (Movie),Movie,6.13,2210,Action|Adventure|Comedy,Historical|Martial Arts|Super Power|absurdist humour|violence
2876,Hoshi no Orpheus,Movie,5.22,1398,Fantasy|Adventure,Mythology
2881,Chinmoku no Kantai,OVA,6.3,3185,Action|Drama,Military|predominantly male cast
2882,Anime Oyako Gekijou,TV,6.49,3085,Adventure|Fantasy|Sci-Fi,Historical|Time Travel|motorsport
2884,Aachi wa Ssipak,Movie,6.52,11249,Action|Comedy|Horror|Romance,Military|cyborg|gunfights|human enhancement|absurdist humour|Gag Humor|medium awareness|Parody|toilet humour|inline skating|crime|law and order|police|special squads|post-apocalyptic|black humour
2885,Ganbare Goemon,TV,7.03,2301,Comedy|Action,ninja|piloted robot|steampunk
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Movie,7.42,266499,Action|Adventure|Supernatural,swordplay|Super Power|tragedy|dark-skinned girl
2890,Gake no Ue no Ponyo,Movie,7.97,655196,Adventure|Award Winning|Fantasy|Action|Comedy|Romance,mermaid|magic|stereotypes|henshin|ecology
2891,Iblard Jikan,OVA,6.82,24393,Fantasy,painting|the arts
2892,Hakushon Daimaou,TV,6.65,2935,Comedy|Fantasy,magic
2895,Kujiratori,Movie,6.3,4598,Adventure|Award Winning,
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Movie,7.1,2739,Action|Comedy|Mystery,Adult Cast|Detective|Gag Humor
2903,Sakigake!! Otokojuku,TV,7.52,16540,Action|Comedy,Delinquents|Martial Arts|School|high school|delinquent|ninja|swordplay|all-boys school|school dormitory|violence|mafia|friendship|coming of age
2904,Code Geass: Hangyaku no Lelouch R2,TV,8.92,1956741,Award Winning|Drama|Sci-Fi|Action|Romance,Mecha|Military|Super Power|bishounen|piloted robot|violence|plot continuity|stereotypes|ecchi|politics|School|revenge|conspiracy|law and order|tragedy|dark-skinned girl|chess|war|murder|real robot|terrorism
2906,Rokushin Gattai GodMars: Juunana-sai no Densetsu,OVA,6.95,1614,Sci-Fi,Mecha|Space|piloted robot|space battles|space opera
2907,Cyborg Kuro-chan,TV,7.3,10920,Comedy|Sci-Fi,
2912,Ohayou! Spank,TV,7.21,3658,Comedy|Romance|Slice of Life,
2913,Daisougen no Chiisana Tenshi: Bush Baby,TV,7.49,3762,Adventure|Drama,
2915,Chikyuu ga Ugoita Hi,Movie,6.5,2003,Drama|Comedy|Slice of Life,Historical|angst|friendship|School|crime|disaster|tragedy|coming of age|earthquake
2916,Genki Bakuhatsu Ganbaruger,TV,7.57,2183,Action|Sci-Fi|Fantasy|Comedy,Mecha|robot|ninja|transforming craft|demon|contemporary fantasy|henshin|School|super robot|superhero|space battles|end of the world|soft science fiction
2920,Ashita no Joe (Movie),Movie,7.08,7598,Drama|Sports|Action,Combat Sports|boxing|delinquent|combat
2921,Ashita no Joe 2,TV,8.82,68579,Drama|Sports|Action|Romance,Combat Sports|boxing|Martial Arts|violence|combat|plot continuity|tragedy
2922,Ashita no Joe 2 (Movie),Movie,7.28,6269,Drama|Sports,Combat Sports
2923,Shugo Chara!,TV,7.42,233571,Comedy|Gourmet|Action|Romance|Slice of Life,Mahou Shoujo|School|trap|association football|elementary school|musical band|idol|Super Power|contemporary fantasy|absurdist humour|super deformed|Gag Humor|Parody|school clubs|nudity|violence|inline skating|stereotypes|Reverse Harem|performance|Music|angst|henshin|ecchi|conspiracy|the arts|coming of age|training|student government
2924,ef: A Tale of Memories.,TV,7.87,270184,Drama|Mystery|Romance|Fantasy|Slice of Life|Sports,Love Polygon|drawing|nun|high school|contemporary fantasy|university|sex|nudity|violence|basketball|multiple couples|plot continuity|angst|ecchi|School|religion|the arts|tragedy|parental abandonment|working life|literature|Christianity|tone changes
2926,Myself; Yourself,TV,7.11,193121,Drama|Romance|Comedy|Slice of Life,School|high school|loli|Love Polygon|friendship|tragedy|parental abandonment
2927,KimiKiss Pure Rouge,TV,7.29,94220,Drama|Romance|Gourmet|Comedy|Slice of Life|Sports,School|association football|middle school|high school|super deformed|Gag Humor|school clubs|multiple couples|unrequited love|Love Polygon|plot continuity|stereotypes|performance|Music|angst|ecchi|friendship|coming of age|female student|parental abandonment
2928,.hack//G.U. Returner,OVA,6.69,22808,Adventure|Drama|Fantasy|Action,Video Game
2929,Moonlight Mile 2nd Season: Touch Down,TV,7.26,5717,Adventure|Drama|Sci-Fi|Boys Love|Action|Comedy|Slice of Life,Space|Military|robot helper|fishing|android|idol|space travel|Parody|track and field|politics|racism|anti-war|alcohol|war|rotten world|journalism|Survival|hard science fiction
2931,Mokke,TV,7.42,17886,Mystery|Slice of Life|Supernatural|Fantasy|Comedy|Romance|Sports,Iyashikei|baseball|judo|middle school|elementary school|demon|contemporary fantasy|Gag Humor|combat|track and field|dodgeball|plot continuity|angst|friendship|School|religion|tragedy|coming of age|parental abandonment|parenting|Shintoism
2933,Mirai Keisatsu Urashiman,TV,7.46,3623,Action|Comedy|Sci-Fi,nun|gunfights|Super Power|Time Travel|Gag Humor|nudity|violence|pantsu|ecchi|crime|law and order|police|special squads|genetic modification|murder
2934,Shiawase Sou no Okojo-san,TV,7.31,4338,Comedy,Pets
2938,Idol Densetsu Eriko,TV,7.16,7482,,Idols (Female)|Music|the arts
2941,Elysium,Movie,5.23,1716,Sci-Fi|Action,Mecha|violence
2942,Sketchbook: Full Color's,TV,7.52,35251,Slice of Life|Comedy,CGDCT|Iyashikei|Visual Arts|high school|super deformed|school clubs|plot continuity|Anthropomorphic|friendship|School|the arts|parental abandonment
2947,Ojamajo Doremi Sharp Movie,Movie,7.23,6320,Comedy|Fantasy,Mahou Shoujo|magic
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,Movie,7.24,5982,Comedy|Fantasy,Mahou Shoujo|magic
2950,Doubutsu no Mori,Movie,7.1,29286,Slice of Life|Adventure|Comedy,Anthropomorphic|juujin|friendship|working life
2952,Final Fantasy VII: Advent Children Complete,OVA,7.9,138924,Action|Fantasy|Sci-Fi,magic|Martial Arts|ghost|gunfights|swordplay|violence|dystopia
2961,Digimon Adventure Movie,Movie,7.63,120815,Action|Fantasy|Sci-Fi|Adventure|Comedy,proxy battles
2962,Digimon Adventure 02 Movies,Movie,7.1,49063,Adventure|Fantasy|Sci-Fi|Action|Comedy,proxy battles
2963,Minami-ke,TV,7.65,183950,Comedy|Romance|Slice of Life,CGDCT|School|trap|middle school|elementary school|reverse trap|high school|Crossdressing|medium awareness|unrequited love|Love Polygon|ecchi|parental abandonment
2964,Blue Drop: Tenshi-tachi no Gikyoku,TV,6.74,33389,Drama|Girls Love|Sci-Fi|Romance|Slice of Life,all-girls school|alien|space travel|school dormitory|mechanical tentacle|humanoid alien|School|tragedy|sea battles|space battles|end of the world
2965,Suteki Tantei Labyrinth,TV,6.79,11192,Mystery|Sci-Fi,Detective|Martial Arts|Super Power|contemporary fantasy|Love Polygon|plot continuity|School
2966,Ookami to Koushinryou,TV,8.21,872113,Adventure|Drama|Romance|Supernatural|Fantasy|Comedy,Adult Cast|juujin|small breasts|deity|contemporary fantasy|nudity|Love Polygon|plot continuity|ecchi|Anthropomorphic|economics
2967,Saishuu Shiken Kujira,ONA,5.14,6321,Comedy|Mystery|Supernatural|Ecchi|Gourmet|Sci-Fi|Fantasy|Romance,School|juujin|alien|Mecha|transforming craft|piloted robot|contemporary fantasy|super deformed|Gag Humor|Parody|violence|humanoid alien|plot continuity|stereotypes|pantsu|ecchi|tragedy|coming of age|parental abandonment|large breasts
2969,Appleseed Saga Ex Machina,Movie,7.3,41276,Sci-Fi|Action|Romance,Mecha|Military|air force|cyborg|gunfights|human enhancement|power suit|piloted robot|conspiracy|genetic modification|post-apocalyptic|utopia
2970,Night Wizard,TV,6.7,38294,Action|Adventure|Fantasy|Sci-Fi|Comedy|Romance|Slice of Life,high school|magic|gunfights|swordplay|Time Travel|space travel|contemporary fantasy|Gag Humor|violence|plot continuity|stereotypes|angst|ecchi|School|tragedy|coming of age|parental abandonment|end of the world|large breasts
2972,Kindan no Mokushiroku: Crystal Triangle,OVA,4.82,3324,Adventure|Mystery|Action|Comedy,Military|gunfights|swordplay|Super Power|Parody|nudity|violence|angst|ecchi|anti-war|religion|end of the world
2973,Fire Tripper,OVA,6.53,6972,Fantasy|Sci-Fi|Action|Romance,Time Travel|swordplay|feudal warfare|disaster
2974,The Humanoid: Ai no Wakusei Lezeria,OVA,5.31,3783,Drama|Sci-Fi|Action|Adventure|Comedy|Romance,Mecha|Space|Military|android|robot|Martial Arts|gunfights|space travel|violence|combat|stereotypes|angst|conspiracy|tragedy|coming of age|air combat|end of the world
2978,Shin Getter Robo,OVA,7.55,12724,Adventure|Fantasy|Horror|Sci-Fi|Action,Mecha|Mythology|Samurai|Martial Arts|gunfights|swordplay|Time Travel|transforming craft|piloted robot|demon|nudity|violence|plot continuity|post-apocalyptic|super robot
2980,Kuusou Kagaku Sekai Gulliver Boy,TV,7.27,2473,Adventure|Fantasy,Mecha|magic|Super Power|steampunk|tragedy|tank warfare
2981,Chika Gentou Gekiga: Shoujo Tsubaki,Movie,4.73,76376,Drama|Horror|Gourmet|Romance|Slice of Life,Gore|Historical|plot continuity|performance|angst|tragedy|coming of age|murder
2983,Digital Devil Story: Megami Tensei,OVA,5.31,10910,Adventure|Drama|Horror|Mystery|Supernatural|Fantasy,Psychological|School|magic|Super Power|demon|contemporary fantasy|violence
2985,Majin Tantei Nougami Neuro,TV,7.62,72108,Comedy|Mystery|Supernatural,Detective|Mythology|Super Power|demon|plot continuity|crime|law and order|police|black humour|terrorism
2986,Bamboo Blade,TV,7.33,92779,Comedy|Sports|Gourmet|Girls Love|Romance|Slice of Life,Combat Sports|School|kendo|high school|delinquent|Martial Arts|swordplay|absurdist humour|super deformed|Gag Humor|Parody|school clubs|violence|combat|plot continuity|stereotypes|angst|ecchi|tragedy|coming of age|training|large breasts
2987,Ginga Hyouryuu Vifam,TV,7.61,5863,Adventure|Sci-Fi|Action|Comedy,Mecha|Space|Military|alien|robot|space travel|nudity|humanoid alien|plot continuity|stereotypes|angst|friendship|racism|anti-war|disaster|coming of age|war|training|space battles|real robot
2993,Rosario to Vampire,TV,6.73,729828,Comedy|Fantasy|Romance|Ecchi|Action,Harem|School|Vampire|high school|cosplaying|magic|succubus|Super Power|demon|super deformed|Gag Humor|school clubs|sudden girlfriend appearance|Love Polygon|plot continuity
2997,Hi no Tori: Houou-hen,Movie,7.1,5036,Drama|Fantasy|Action|Horror|Romance,Historical|contemporary fantasy|crime|religion|revenge|tragedy|Buddhism|murder
2998,Hi no Tori: Uchuu-hen,OVA,7.18,4298,Drama|Fantasy|Sci-Fi|Action|Horror|Suspense|Romance,Space|Detective|cyborg|space travel|contemporary fantasy|violence|unrequited love|Love Polygon|angst|crime|disaster|revenge|conspiracy|tragedy|Survival|murder
2999,Hi no Tori: Yamato-hen,OVA,7.09,3795,Drama|Action|Fantasy|Romance,Historical|violence|Music|revenge|conspiracy|alcohol|tragedy|murder
3000,Taiho Shichau zo: Full Throttle,TV,7.28,12000,Action|Comedy,Adult Cast|Workplace|baseball|trap|gunfights|motorsport|plot continuity|mafia|law and order|police
3001,Moyashimon,TV,7.57,78282,Comedy|Gourmet|Supernatural|Girls Love|Boys Love|Action|Fantasy|Romance|Slice of Life,Adult Cast|trap|Crossdressing|contemporary fantasy|Gag Humor|Parody|university|school clubs|sex|nudity|violence|plot continuity|ecchi|School|alcohol|coming of age
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,TV,8.26,392616,Suspense,Adult Cast|High Stakes Game|Strategy Game|nudity|violence|plot continuity|mafia|angst|crime|conspiracy|gambling
3004,Saint Beast: Ikusen no Hiru to Yoru-hen,OVA,6.5,4479,Fantasy|Boys Love,bishounen|angel
3005,Shadow Skill,OVA,6.66,7547,Action|Adventure|Drama|Fantasy,Martial Arts|Super Power|absurdist humour|violence|combat|ecchi|tragedy
3006,Atashin'chi,TV,7.53,6773,Comedy|Slice of Life,perpetual ongoing
3007,Bronze: Kouji Nanjo Cathexis,OVA,6.21,6705,Boys Love|Action|Fantasy,Music|bishounen|angel|swordplay|sex|nudity|the arts
3008,Time Bokan Series: Yatterman,TV,6.75,6250,Adventure|Comedy,Mecha|medium awareness|nudity|ecchi
3009,Tiger Mask,TV,7.41,12232,Drama|Sports|Action,Combat Sports|wrestling|Martial Arts
3010,Kaiketsu Zorro,TV,7.26,13839,Adventure|Action|Fantasy,Historical|horse riding|gunfights|swordplay|violence|murder|thievery
3011,Yotsunoha,OVA,6.31,12432,Romance|Comedy,School|small breasts|loli|super deformed|Gag Humor|school clubs|unrequited love|Love Polygon|plot continuity|stereotypes|ecchi|friendship|coming of age|parental abandonment|large breasts
3012,Gekitou! Crush Gear Turbo,TV,7.16,8442,Sports,
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,7.85,45486,Action|Sci-Fi,Adult Cast|Military|Space|space travel|plot continuity|politics|tragedy|war|space battles|space opera
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Movie,6.28,17056,Action|Drama|Sci-Fi|Suspense|Romance,Adult Cast|Military|Space|space travel|plot continuity|politics|conspiracy|tragedy|space opera
3016,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Movie,8.07,40245,Action|Drama|Sci-Fi|Romance,Adult Cast|Military|Space|space travel|politics|space battles|space opera
3020,Gu-Gu Ganmo,TV,7.1,1917,Comedy,School|elementary school|Gag Humor|pantsu
3021,Yume Senshi Wingman,TV,7.21,4093,Action|Comedy|Romance,School|Super Power
3022,Haai Step Jun,TV,7.06,2231,Action|Romance|Sci-Fi,School
3023,Esper Mami,TV,7.2,3211,Comedy|Supernatural|Ecchi,School|Super Power|Mahou Shoujo|loli|Gag Humor|nudity|pantsu
3024,Ribbon no Kishi,TV,7.42,7413,Action|Fantasy|Mystery|Romance|Adventure,Crossdressing|reverse trap|magic|angel|demon|angst
