userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,latent_svd_rank,hybrid_rank,hybrid_top10_anime_ids,candidate_pool_size,holdout_title,train_titles,hybrid_top10_titles,case_type
1097,45,49|50|71|72|73|79|90|91|101|147|196|277|291|317|355|356|417|471|524|529,194,Regular Fan,3,1,1,45|3784|567|7059|554|35222|807|1654|36370|4066,101,Rurouni Kenshin: Meiji Kenkaku Romantan,Aa! Megami-sama! | Aa! Megami-sama! (TV) | Full Metal Panic! | Full Metal Panic? Fumoffu | Full Metal Panic! The Second Raid | Shuffle! | Shin Kidou Senki Gundam Wing | Shin Kidou Senki Gundam Wing: Endless Waltz,Rurouni Kenshin: Meiji Kenkaku Romantan | Evangelion Movie 2: Ha | The Big O | Black★Rock Shooter (OVA) | Koutetsu Tenshi Kurumi | Gakuen Babysitters | Tsubasa Chronicle: Torikago no Kuni no Himegimi | Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita | Ginga Eiyuu Densetsu: Die Neue These - Seiran 2 | Tytania,both_hit
1101,32281,1|6|18|19|20|26|28|30|31|32|33|43|47|66|68|80|114|121|150|170,460,Dedicated Fan,1,1,1,32281|13469|12113|9969|14749|36649|16528|7472|34300|15109,101,Kimi no Na wa.,Cowboy Bebop | Trigun | Initial D Fourth Stage | Monster | Naruto | Texhnolyze | Yakitate!! Japan | Shinseiki Evangelion,Kimi no Na wa. | Hyouka: Motsubeki Mono wa | Berserk: Ougon Jidai-hen II - Doldrey Kouryaku | Gintama' | Ore no Kanojo to Osananajimi ga Shuraba Sugiru | Banana Fish | Hal | Gintama Movie 1: Shinyaku Benizakura-hen | Quanzhi Fashi | Cuticle Tantei Inaba,both_hit
1104,30,32|205|457|790|885|2236|2246|3220|3784|3785|5114|6675|8129|13125|14349|19489|26441|28805|30307|31043,24,Casual Viewer,2,1,1,30|32281|1818|33506|33253|34382|37426|2397|34934|4975,101,Shinseiki Evangelion,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Samurai Champloo | Mushishi | Ergo Proxy | Tenshi no Tamago | Toki wo Kakeru Shoujo | Mononoke | Kanashimi no Belladonna",Shinseiki Evangelion | Kimi no Na wa. | Claymore | Ao no Exorcist: Kyoto Fujouou-hen | Ajin Part 2 | Citrus | Sarazanmai | Digimon Adventure: Bokura no War Game! | Koi to Uso | ChäoS;HEAd,both_hit
1148,227,19|30|32|44|66|114|199|239|387|437|440|441|457|578|759|790|875|934|949|974,96,Explorer,1,1,1,227|28735|846|14289|32729|34662|1824|182|9055|40052,101,FLCL,"Monster | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Azumanga Daiou The Animation | Sakigake!! Cromartie Koukou | Sen to Chihiro no Kamikakushi | Gankutsuou",FLCL | Shouwa Genroku Rakugo Shinjuu | School Rumble Ni Gakki | Suki tte Ii na yo. | Orange | Fate/Apocrypha | Hadashi no Gen | Tenkuu no Escaflowne | Tamayura | Great Pretender,both_hit
1182,1231,20|59|120|149|154|191|192|232|243|249|317|322|442|509|552|573|741|747|849|853,34,Casual Viewer,40,13,18,4382|6347|5262|5118|1004|13663|40221|597|1818|33094,101,Saber Marionette J to X,Naruto | Chobits | Fruits Basket | Loveless | Shaman King | Love Hina Christmas Special: Silent Eve | Love Hina Haru Special: Kimi Sakura Chiru Nakare!! | Cardcaptor Sakura,Suzumiya Haruhi no Yuuutsu (2009) | Baka to Test to Shoukanjuu | Shugo Chara!! Doki | Suzumiya Haruhi-chan no Yuuutsu | Kanojo to Kanojo no Neko | To LOVE-Ru Darkness | Kami no Tou | Neko no Ongaeshi | Claymore | WWW.Working!!,both_miss
1192,40397,6|110|121|199|523|1365|1366|1575|2904|3588|4224|5114|5681|8525|9756|9989|10080|10087|11061|11741,117,Regular Fan,15,5,6,35120|9919|36028|462|32729|40397|34321|1506|24455|12565,101,Maoujou de Oyasumi,Trigun | Chuuka Ichiban! | Fullmetal Alchemist | Sen to Chihiro no Kamikakushi | Tonari no Totoro | Meitantei Conan Movie 06: Baker Street no Bourei | Meitantei Conan Movie 07: Meikyuu no Crossroad | Code Geass: Hangyaku no Lelouch,Devilman: Crybaby | Ao no Exorcist | Golden Kamuy | One Piece Movie 04: Dead End no Bouken | Orange | Maoujou de Oyasumi | Fate/Grand Order: First Order | Meitantei Conan Movie 10: Tantei-tachi no Requiem | Madan no Ou to Vanadis | Fate/Prototype,hybrid_win
1264,35788,1|5|20|22|43|169|199|223|225|226|250|356|392|442|481|508|513|523|527|528,447,Dedicated Fan,2,1,1,35788|33506|11887|21327|3167|6802|18195|10119|37870|18041,101,Shokugeki no Souma: San no Sara,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Naruto | Tennis no Oujisama | Koukaku Kidoutai | Shingetsutan Tsukihime | Sen to Chihiro no Kamikakushi | Dragon Ball,Shokugeki no Souma: San no Sara | Ao no Exorcist: Kyoto Fujouou-hen | Kokoro Connect | Isshuukan Friends. | Eve no Jikan | So Ra No Wo To | Little Busters! Refrain | Seitokai Yakuindomo OVA | BanG Dream! 3rd Season | Rozen Maiden (2013),both_hit
1266,2762,1|5|19|20|24|28|30|44|45|47|57|66|101|135|145|164|182|199|232|237,318,Dedicated Fan,47,20,23,2159|114|40776|3572|22273|39792|6610|461|16866|98,101,Igano Kabamaru,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Monster | Naruto | School Rumble | Yakitate!! Japan | Shinseiki Evangelion | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Ookiku Furikabutte | Sakigake!! Cromartie Koukou | Haikyuu!! To the Top Part 2 | Macross F | Selector Infected WIXOSS | Eizouken ni wa Te wo Dasu na! | Ibara no Ou | One Piece Movie 03: Chinjuu-jima no Chopper Oukoku | Tonari no Kaibutsu-kun: Tonari no Gokudou-kun | Mai-HiME,both_miss
1285,7655,6|17|20|33|59|63|133|135|154|174|185|226|237|245|263|264|268|269|287|551,133,Regular Fan,12,1,1,7655|12031|138|33506|2167|6033|29589|21273|3616|33206,101,Major S6,Trigun | Hungry Heart: Wild Striker | Naruto | Kenpuu Denki Berserk | Chobits | DearS | Green Green | Hikaru no Go,Major S6 | Kingdom | Hunter x Hunter: Greed Island | Ao no Exorcist: Kyoto Fujouou-hen | Clannad | Dragon Ball Kai | Denpa Kyoushi | Gochuumon wa Usagi desu ka? | Kamen no Maid Guy | Kobayashi-san Chi no Maid Dragon,hybrid_win
1351,30307,20|57|63|79|121|174|199|223|226|245|269|356|384|395|481|482|790|813|857|889,186,Regular Fan,2,2,2,18679|30307|154|10397|30300|11837|31173|139|32603|469,101,Monster Musume no Iru Nichijou,Naruto | Beck | DearS | Shuffle! | Fullmetal Alchemist | Tenjou Tenge | Sen to Chihiro no Kamikakushi | Dragon Ball,"Kill la Kill | Monster Musume no Iru Nichijou | Shaman King | Mashiro-iro Symphony: The Color of Lovers | High School DxD New: Oppai, Tsutsumimasu! | Zetman | Akagami no Shirayuki-hime 2nd Season | Hunter x Hunter: Greed Island Final | Okusama ga Seitokaichou!+! | Karin",both_hit
1370,189,164|1887|2026|2167|3455|4192|4472|5521|5680|5958|6702|7593|8407|8769|8857|9181|9958|10165|10495|11053,30,Casual Viewer,3,3,3,8861|22265|189|31404|2602|8479|205|1088|15775|39355,101,Love Hina,Mononoke Hime | Lucky☆Star | Hayate no Gotoku! | Clannad | To LOVE-Ru | Hayate no Gotoku!! | Lucky☆Star: Original na Visual to Animation | Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,Yosuga no Sora | Free! Eternal Summer | Love Hina | Netoge no Yome wa Onnanoko ja Nai to Omotta? | Kenkou Zenrakei Suiei-bu Umishou | Hetalia World Series | Samurai Champloo | Macross | Saint☆Oniisan | Radiant 2nd Season,both_hit
1397,239,1|5|6|7|16|18|25|26|27|30|31|32|43|44|45|46|47|48|51|52,1288,Completionist,3,1,1,239|8857|174|2112|4415|1171|32900|36652|114|5774,101,Gankutsuou,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Witch Hunter Robin | Hachimitsu to Clover | Initial D Fourth Stage | Sunabouzu | Texhnolyze,Gankutsuou | Nichijou: Nichijou no 0-wa | Tenjou Tenge | Over Drive | World Destruction: Sekai Bokumetsu no Rokunin | Slayers Excellent | Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo | Piano no Mori (TV) | Sakigake!! Cromartie Koukou | Seitokaichou ni Chuukoku,both_hit
1423,4063,5277|16498|30276|31704,4,Newcomer,6,2,2,11061|4063|14349|12115|19669|40974|76|36038|36511|31980,101,Sekirei,Sekirei: Pure Engagement | Shingeki no Kyojin | One Punch Man | One Punch Man: Road to Hero,Hunter x Hunter (2011) | Sekirei | Little Witch Academia | Berserk: Ougon Jidai-hen III - Kourin | Kuroko no Basket: Baka ja Katenai no yo! | Kuma Kuma Kuma Bear | Mahou Shoujo Lyrical Nanoha | Net-juu no Susume | Tokyo Ghoul:re | Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,both_hit
1469,2829,6|18|19|20|28|29|44|50|59|71|72|73|93|110|136|153|157|166|185|186,960,Completionist,37,19,20,29787|5341|35376|18397|9989|488|29163|8516|1888|34658,101,Ie Naki Ko Remy,Trigun | Initial D Fourth Stage | Monster | Naruto | Yakitate!! Japan | Zipang | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Aa! Megami-sama! (TV),Gochuumon wa Usagi desu ka?? | Ookami to Koushinryou II | Himouto! Umaru-chan R | Shingeki no Kyojin OVA | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Ichigo Mashimaro | Sore ga Seiyuu! | Baka to Test to Shoukanjuu Ni! | Ichigo Mashimaro OVA | Nekopara OVA,both_miss
1482,40591,4224|5680|6547|7054|7791|8769|10087|10495|11617|11741|11757|12189|12403|15051|15451|15583|16067|18897|19111|19163,62,Explorer,1,2,2,20509|40591|11285|10800|8861|14355|5667|263|387|9926,101,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Toradora! | K-On! | Angel Beats! | Kaichou wa Maid-sama! | K-On!! | Ore no Imouto ga Konnani Kawaii Wake ga Nai | Fate/Zero | Yuru Yuri,Fate/kaleid liner Prisma☆Illya 2wei! | Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen | Black★Rock Shooter (TV) | Chihayafuru | Yosuga no Sora | Yama no Susume | To LOVE-Ru OVA | Hajime no Ippo | Haibane Renmei | Sekaiichi Hatsukoi,both_hit
1483,13055,1|5|6|24|30|32|43|47|57|62|63|71|72|73|79|81|101|119|125|126,747,Veteran Fan,5,3,3,9252|2993|13055|76|21353|474|3322|22135|1588|6979,101,Sankarea OVA,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Akira",Break Blade Movie 3: Kyoujin no Ato | Rosario to Vampire | Sankarea OVA | Mahou Shoujo Lyrical Nanoha | Tokyo ESP | Macross Plus | Wagaya no Oinari-sama. | Ping Pong the Animation | Mamoru-kun ni Megami no Shukufuku wo! | Shukufuku no Campanella,both_hit
1525,34933,1|20|154|269|356|528|813|1119|1526|1535|1686|1709|1735|2847|2889|2966|4224|4835|5081|6033,119,Regular Fan,3,1,1,34933|7311|457|32189|18195|21569|38935|33581|3731|20479,101,Kakegurui,Cowboy Bebop | Naruto | Shaman King | Bleach | Fate/stay night | Pokemon Movie 01: Mewtwo no Gyakushuu | Dragon Ball Z | Pokemon Movie 04: Celebi Toki wo Koeta Deai,Kakegurui | Suzumiya Haruhi no Shoushitsu | Mushishi | Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen | Little Busters! Refrain | Pokemon Movie 17: Hakai no Mayu to Diancie | Miru Tights | Trinity Seven Movie 1: Eternity Library to Alchemic Girl | Itazura na Kiss | Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,both_hit
1526,35788,20|552|859|874|1132|1313|1735|2001|2144|2472|4437|4565|5081|5114|6325|6702|6746|7674|8246|8624,105,Regular Fan,2,1,1,35788|28907|27989|3652|34626|861|18245|39195|218|487,101,Shokugeki no Souma: San no Sara,Naruto | Digimon Adventure | Digimon Savers | Digimon Tamers | Digimon Frontier | Digimon Adventure 02 | Naruto: Shippuuden | Tengen Toppa Gurren Lagann,"Shokugeki no Souma: San no Sara | Gate: Jieitai Kanochi nite, Kaku Tatakaeri | Hibike! Euphonium | Higurashi no Naku Koro ni Rei | Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo! | xxxHOLiC | White Album 2 | Beastars | Kidou Senkan Nadesico | Girls Bravo: Second Season",both_hit
1529,2808,20|30|33|43|47|101|121|136|137|138|139|154|199|210|223|227|232|270|288|416,121,Regular Fan,29,9,11,392|28121|1029|35320|873|601|1606|463|33253|21681,101,Irregular Hunter X: The Day of Sigma,Naruto | Shinseiki Evangelion | Kenpuu Denki Berserk | Koukaku Kidoutai | Akira | Air | Fullmetal Alchemist | Hunter x Hunter,Yuu☆Yuu☆Hakusho | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka | Omoide Poroporo | Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma | .hack//Roots | Nekojiru-sou | Kekkaishi | One Piece Movie 05: Norowareta Seiken | Ajin Part 2 | Hanayamata,both_miss
1535,10271,20|30|45|90|121|136|137|138|139|166|174|223|225|263|268|392|417|430|552|658,43,Casual Viewer,14,3,3,874|3784|10271|202|32937|145|32380|40591|6500|32729,101,Gyakkyou Burai Kaiji: Hakairoku-hen,Naruto | Shinseiki Evangelion | Rurouni Kenshin: Meiji Kenkaku Romantan | Shin Kidou Senki Gundam Wing | Fullmetal Alchemist | Hunter x Hunter | Hunter x Hunter: Original Video Animation | Hunter x Hunter: Greed Island,Digimon Tamers | Evangelion Movie 2: Ha | Gyakkyou Burai Kaiji: Hakairoku-hen | Wolf's Rain | Kono Subarashii Sekai ni Shukufuku wo! 2 | Kareshi Kanojo no Jijou | Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo! | Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen | Seikon no Qwaser | Orange,hybrid_win
1557,13759,30|44|164|199|226|356|1535|1575|2001|2167|2251|2904|4224|5114|6547|6746|6880|8074|9989|10620,36,Casual Viewer,1,1,1,13759|23283|2593|4975|31704|3652|462|30458|9863|18411,101,Sakura-sou no Pet na Kanojo,Shinseiki Evangelion | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Mononoke Hime | Sen to Chihiro no Kamikakushi | Elfen Lied | Fate/stay night | Death Note | Code Geass: Hangyaku no Lelouch,"Sakura-sou no Pet na Kanojo | Zankyou no Terror | Kara no Kyoukai Movie 1: Fukan Fuukei | ChäoS;HEAd | One Punch Man: Road to Hero | Higurashi no Naku Koro ni Rei | One Piece Movie 04: Dead End no Bouken | Tokyo Ghoul: ""Jack"" | SKET Dance | Gingitsune",both_hit
1561,2904,33|43|45|57|59|136|226|245|263|264|265|270|355|356|392|437|558|627|777|849,256,Dedicated Fan,1,1,1,2904|32615|28497|37379|34577|2752|486|6171|5958|21647,101,Code Geass: Hangyaku no Lelouch R2,Kenpuu Denki Berserk | Koukaku Kidoutai | Rurouni Kenshin: Meiji Kenkaku Romantan | Beck | Chobits | Hunter x Hunter | Elfen Lied | Great Teacher Onizuka,Code Geass: Hangyaku no Lelouch R2 | Youjo Senki | Rokka no Yuusha | Chihayafuru 3 | Nanatsu no Taizai: Imashime no Fukkatsu | Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal | Kino no Tabi: The Beautiful World | Saint Seiya: The Lost Canvas - Meiou Shinwa | Sora no Otoshimono | Tamako Love Story,both_hit
1596,20709,6|43|64|66|121|133|134|154|164|169|199|226|244|245|330|339|355|356|389|416,450,Dedicated Fan,12,4,4,10119|5958|7311|20709|12679|35241|22729|28221|7148|14513,101,Sabage-bu!,Trigun | Koukaku Kidoutai | Rozen Maiden | Azumanga Daiou The Animation | Fullmetal Alchemist | Green Green | Gunslinger Girl | Shaman King,Seitokai Yakuindomo OVA | Sora no Otoshimono | Suzumiya Haruhi no Shoushitsu | Sabage-bu! | Joshiraku | Konohana Kitan | Aldnoah.Zero | Etotama | Ladies versus Butlers! | Magi: The Labyrinth of Magic,hybrid_win
1598,149,1|5|6|15|18|20|25|54|59|61|71|72|73|79|121|174|185|186|187|195,179,Regular Fan,7,4,4,1559|543|899|149|4872|4382|23321|20449|158|20033,101,Loveless,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Eyeshield 21 | Initial D Fourth Stage | Naruto | Sunabouzu | Appleseed (Movie),"Shijou Saikyou no Deshi Kenichi | Vampire Hunter D (2000) | Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi | Loveless | Goku Sayonara Zetsubou Sensei | Suzumiya Haruhi no Yuuutsu (2009) | Log Horizon 2nd Season | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru | Maria-sama ga Miteru | Miss Monochrome The Animation",both_hit
1630,1060,24|27|30|31|32|44|45|46|48|57|59|67|76|93|97|101|106|111|121|138,298,Dedicated Fan,16,11,11,3784|31988|94|16528|5717|8331|25835|563|22687|1710,101,Oruchuban Ebichu,"School Rumble | Trinity Blood | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Rurouni Kenshin: Meiji Kenkaku Romantan | Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka",Evangelion Movie 2: Ha | Hibike! Euphonium 2 | Kidou Senshi Gundam SEED Destiny | Hal | Kiniro no Corda: Secondo Passo | Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey | Shirobako | DNA² | Terra Formars | Rockman.EXE,both_miss
1632,23199,777|918|1535|1575|4081|5114|6746|7472|9969|10087|11061|11741|11771|14513|14719|14813|15335|15417|16498|16894,55,Explorer,4,2,2,31964|23199|35073|28907|32494|33018|143|1594|3091|10119,101,Durarara!!x2 Shou,Hellsing Ultimate | Gintama | Death Note | Code Geass: Hangyaku no Lelouch | Natsume Yuujinchou | Fullmetal Alchemist: Brotherhood | Durarara!! | Gintama Movie 1: Shinyaku Benizakura-hen,"Boku no Hero Academia | Durarara!!x2 Shou | Overlord II | Gate: Jieitai Kanochi nite, Kaku Tatakaeri | Days | Katsugeki/Touken Ranbu | Kannazuki no Miko | Jigoku Shoujo Futakomori | xxxHOLiC◆Kei | Seitokai Yakuindomo OVA",both_hit
1670,2129,1|5|25|30|43|45|47|48|53|54|57|59|79|119|120|133|145|146|164|169,186,Regular Fan,5,1,1,2129|6573|21881|10397|10620|10805|881|21431|9213|3092,101,True Tears,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Sunabouzu | Shinseiki Evangelion | Koukaku Kidoutai | Rurouni Kenshin: Meiji Kenkaku Romantan | Akira | .hack//Sign,True Tears | Darker than Black: Ryuusei no Gemini | Sword Art Online II | Mashiro-iro Symphony: The Color of Lovers | Mirai Nikki (TV) | Kami nomi zo Shiru Sekai: 4-nin to Idol | Green Green OVA | Gokukoku no Brynhildr | Kowarekake no Orgel | Junjou Romantica,both_hit
1672,36106,527|528|1535|16498|18397|22319|25777|25781|27899|30458|30503|31374|34034|35760|35849|38000|38524,17,Newcomer,13,1,1,36106|27655|31821|35968|5277|1887|31|1530|33051|18411,101,Shingeki no Kyojin: Lost Girls,Pokemon | Pokemon Movie 01: Mewtwo no Gyakushuu | Death Note | Shingeki no Kyojin | Shingeki no Kyojin OVA | Tokyo Ghoul | Shingeki no Kyojin Season 2 | Shingeki no Kyojin: Kuinaki Sentaku,Shingeki no Kyojin: Lost Girls | Aldnoah.Zero Part 2 | Arslan Senki (TV): Fuujin Ranbu | Wotaku ni Koi wa Muzukashii | Sekirei: Pure Engagement | Lucky☆Star | Shinseiki Evangelion Movie: Shi to Shinsei | Kanon (2006) | Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season | Gingitsune,hybrid_win
1679,40056,18|57|120|164|185|186|187|199|270|345|431|452|459|481|512|523|528|585|822|853,116,Regular Fan,12,3,4,17513|12413|33487|40056|357|8460|8410|845|31433|22297,101,Deca-Dence,Initial D Fourth Stage | Beck | Fruits Basket | Mononoke Hime | Initial D First Stage | Initial D Second Stage | Initial D Third Stage | Sen to Chihiro no Kamikakushi,Diabolik Lovers | Jormungand | Masamune-kun no Revenge | Deca-Dence | Bokusatsu Tenshi Dokuro-chan | Mirai Nikki | Metal Fight Beyblade: Baku | Kiba | Ginga Eiyuu Densetsu: Die Neue These - Kaikou | Fate/stay night: Unlimited Blade Works,hybrid_win
1702,11843,853|2034|5680|8129|9756|10161|10408|13535|14227|15379|16732|16742|16782|20583|21405|22789|23289|23673|28297|28825,31,Casual Viewer,4,1,1,11843|10379|12291|11633|11111|10087|28171|38249|38619|15335,101,Danshi Koukousei no Nichijou,Ouran Koukou Host Club | Lovely★Complex | K-On! | Kuragehime | Mahou Shoujo Madoka★Magica | No.6 | Hotarubi no Mori e | Binbougami ga!,Danshi Koukousei no Nichijou | Natsume Yuujinchou San | Acchi Kocchi | Blood Lad | Another | Fate/Zero | Shokugeki no Souma | Saiki Kusuo no Ψ-nan: Kanketsu-hen | Joshikousei no Mudazukai | Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,both_hit
1738,6707,199|1535|4898|6880|9756|9989|10620|11111|16762|19815|22199|22319|24833|27899|28223|30654|32867|32995|35076|35120,23,Casual Viewer,4,1,1,6707|2167|10490|3226|205|32438|37569|8142|34658|10659,101,Kuroshitsuji II,Sen to Chihiro no Kamikakushi | Death Note | Kuroshitsuji | Deadman Wonderland | Mahou Shoujo Madoka★Magica | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Mirai Nikki (TV) | Another,Kuroshitsuji II | Clannad | Blood-C | Major S4 | Samurai Champloo | Mayoiga | Sirius | Colorful (Movie) | Nekopara OVA | Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,both_hit
1739,26243,20|205|269|457|1222|1535|1575|1604|1689|1735|2025|2904|5114|5682|6114|6547|6573|6702|6746|7674,114,Regular Fan,2,1,1,26243|38883|790|5525|8525|33433|1292|15863|8536|4879,101,Owari no Seraph,Naruto | Samurai Champloo | Bleach | Mushishi | Bokura ga Ita | Death Note | Code Geass: Hangyaku no Lelouch | Katekyou Hitman Reborn!,Owari no Seraph | Haikyuu!! To the Top | Ergo Proxy | 07-Ghost | Kami nomi zo Shiru Sekai | Shuumatsu no Izetta | Afro Samurai | Ginga Kikoutai Majestic Prince | Fortune Arterial: Akai Yakusoku | Mouryou no Hako,both_hit
1746,31933,6|30|32|43|164|199|431|523|527|572|597|666|777|949|1689|2001|2236|2759|2890|4565,109,Regular Fan,3,1,1,31933|5341|36862|38186|41389|1029|34541|27631|10119|28771,101,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Trigun | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Mononoke Hime | Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Tonari no Totoro",JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai | Ookami to Koushinryou II | Made in Abyss Movie 3: Fukaki Tamashii no Reimei | Bokutachi wa Benkyou ga Dekinai | Tonikaku Kawaii | Omoide Poroporo | Mary to Majo no Hana | God Eater | Seitokai Yakuindomo OVA | Yu☆Gi☆Oh! The Dark Side of Dimensions,both_hit
1755,16782,19|20|30|43|47|66|121|136|164|199|227|239|263|264|265|268|269|323|339|431,283,Dedicated Fan,2,1,1,16782|15809|34134|32867|6802|24135|27947|976|2235|34541,101,Kotonoha no Niwa,Monster | Naruto | Shinseiki Evangelion | Koukaku Kidoutai | Akira | Azumanga Daiou The Animation | Fullmetal Alchemist | Hunter x Hunter,Kotonoha no Niwa | Hataraku Maou-sama! | One Punch Man 2nd Season | Bungou Stray Dogs 2nd Season | So Ra No Wo To | Nobunaga Concerto | Lupin III (2015) | Yokohama Kaidashi Kikou: Quiet Country Cafe | Mizu no Kotoba | Mary to Majo no Hana,both_hit
1765,38000,20|269|1535|1689|1735|3470|3588|4898|6547|6702|7054|9989|10620|10793|11061|11433|11757|14467|16067|16498,60,Explorer,1,1,1,38000|6347|4437|936|21511|6811|19685|34383|16049|885,101,Kimetsu no Yaiba,Naruto | Bleach | Death Note | Byousoku 5 Centimeter | Naruto: Shippuuden | Special A | Soul Eater | Kuroshitsuji,Kimetsu no Yaiba | Baka to Test to Shoukanjuu | Naruto: Shippuuden Movie 2 - Kizuna | Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! | Kantai Collection: KanColle | InuYasha: Kanketsu-hen | Kanojo ga Flag wo Oraretara | Netsuzou TRap | Toaru Kagaku no Railgun S | Tenshi no Tamago,both_hit
1797,9989,20|121|430|1535|5114|6880|9135|9253|11577|11757|14719|16498|20899|21877|22535|23273|26055|28297|28851|30276,30,Casual Viewer,1,3,3,33486|33352|9989|18679|10271|15809|1531|3091|1536|10087,101,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Naruto | Fullmetal Alchemist | Fullmetal Alchemist: The Conqueror of Shamballa | Death Note | Fullmetal Alchemist: Brotherhood | Deadman Wonderland | Fullmetal Alchemist: The Sacred Star of Milos | Steins;Gate,Boku no Hero Academia 2nd Season | Violet Evergarden | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Kill la Kill | Gyakkyou Burai Kaiji: Hakairoku-hen | Hataraku Maou-sama! | Shakugan no Shana: Koi to Onsen no Kougai Gakushuu! | xxxHOLiC◆Kei | Busou Renkin | Fate/Zero,both_hit
1855,2129,1|30|32|49|66|120|121|123|145|164|182|199|202|208|227|243|304|317|328|387,38,Casual Viewer,9,1,1,2129|154|2154|142|4672|14749|18277|13391|25859|29786,101,True Tears,"Cowboy Bebop | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Aa! Megami-sama! | Azumanga Daiou The Animation | Fruits Basket | Fullmetal Alchemist | Fushigi Yuugi",True Tears | Shaman King | Tekkon Kinkreet | Kamikaze Kaitou Jeanne | Koukaku Kidoutai 2.0 | Ore no Kanojo to Osananajimi ga Shuraba Sugiru | Strike the Blood | Rakuen Tsuihou | Re-Kan! | Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,both_hit
1871,49,530|532|597|740|870,5,Newcomer,9,2,2,696|49|1110|1043|46|3713|15195|218|5984|32262,101,Aa! Megami-sama!,Bishoujo Senshi Sailor Moon | Bishoujo Senshi Sailor Moon S | Neko no Ongaeshi | Bishoujo Senshi Sailor Moon R | Dragon Half,Tenchi Muyou! | Aa! Megami-sama! | Mermaid Melody Pichi Pichi Pitch Pure | Tokyo Babylon | Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka | Jigoku Shoujo Mitsuganae | Hetalia: The Beautiful World | Kidou Senkan Nadesico | Ristorante Paradiso | Renai Boukun,both_hit
