userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,metadata_rank,graph_rank,people_staff_rank,item_knn_rank,latent_svd_rank,full_hybrid_rank,tuned_hybrid_rank,level_tuned_hybrid_rank,example_method,product_hybrid_top12_anime_ids,candidate_pool_size,holdout_title,train_titles,product_hybrid_top12_titles,case_type
2250274,37347,15|19|20|21|33|164|170|199|226|431|550|777|889|918|1195|1535|1575|1604|1689|1735,360,Fan,2,2,2,1,2,1,1,1,1,level_tuned_product_hybrid,37347|40542|10711|10495|40852|23199|14753|36906|40532|31138|838|59393,101,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Eyeshield 21 | Monster | Naruto | One Piece | Kenpuu Denki Berserk | Mononoke Hime | Slam Dunk | Sen to Chihiro no Kamikakushi,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II | Saiki Kusuo no Ψ-nan: Ψ-shidou-hen | Plastic Neesan | Yuru Yuri | Dr. Stone: Stone Wars | Durarara!!x2 Shou | Hori-san to Miyamura-kun | Jashin-chan Dropkick | Appare-Ranman! | Overlord: Ple Ple Pleiades | Narutaru: Mukuro Naru Hoshi Tama Taru Ko | Niwatori Fighter,both_hit
2382378,232,44|45|47|59|101|166|401|433|934|1292|1535|1689|2167|2476|2593|2966|3759|3782|3783|4280,26,Beginner,2,3,3,15,3,3,3,3,3,level_tuned_product_hybrid,889|2993|232|43969|4999|2889|19193|37765|50307|579|13585|1256,101,Cardcaptor Sakura,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Rurouni Kenshin: Meiji Kenkaku Romantan | Akira | Chobits | Air | Samurai 7 | Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen | Kumo no Mukou, Yakusoku no Basho",Black Lagoon | Rosario to Vampire | Cardcaptor Sakura | Kanojo mo Kanojo | Asu no Yoichi! | Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru | Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears | Kidou Senshi Gundam: Senkou no Hathaway | Tonikaku Kawaii 2nd Season | Battle Programmer Shirase | Natsuyuki Rendezvous | Saint Seiya: Jashin Eris,both_hit
2482778,164,1|5|6|19|20|24|30|32|43|44|47|59|66|121|160|170|185|186|199|202,459,Fan,1,3,2,62,18,1,2,2,2,level_tuned_product_hybrid,37520|164|5941|59708|38481|50410|14833|322|58080|52635|49778|14753,101,Mononoke Hime,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Monster | Naruto | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Dororo | Mononoke Hime | Cross Game | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1 Gakki | Toaru Kagaku no Railgun T | One Piece Film: Red | Maoyuu Maou Yuusha | Paradise Kiss | Kenka Dokugaku | Kami no Tou: Ouji no Kikan | Kijin Gentoushou | Hori-san to Miyamura-kun,both_hit
2499109,59169,164|15809|18897|27787|31964|33206|33486|35203|36456|37430|38408|39247|39535|39551|40496|40594|41487|41587|41710|43523,98,Casual,28,16,7,11,1,3,5,4,3,level_tuned_product_hybrid,54744|52991|59169|32615|51837|60489|56196|63375|58357|38668|48414|50275,101,Aru Majo ga Shinu Made,Mononoke Hime | Hataraku Maou-sama! | Nisekoi | Nisekoi: | Boku no Hero Academia | Kobayashi-san Chi no Maid Dragon | Boku no Hero Academia 2nd Season | Isekai wa Smartphone to Tomo ni.,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san | Sousou no Frieren | Aru Majo ga Shinu Made | Youjo Senki | Saikin Yatotta Maid ga Ayashii | Takopii no Genzai | Boku no Hero Academia the Movie 4: You're Next | Nippon Sangoku | Tensui no Sakuna-hime | Dorohedoro | Sabikui Bisco | Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,hybrid_win
2516591,1,19|20|33|185|226|376|777|1535|1735|3457|6547|7674|9756|10620|11757|14345|20507|20583|22319|28891,29,Beginner,2,6,6,43,9,4,4,4,4,level_tuned_product_hybrid,18507|790|23755|1|48|40454|530|37984|147|37426|57864|2199,101,Cowboy Bebop,"Monster | Naruto | Kenpuu Denki Berserk | Initial D First Stage | Elfen Lied | Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer | Hellsing Ultimate | Death Note","Free! | Ergo Proxy | Nanatsu no Taizai | Cowboy Bebop | .hack//Sign | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III | Bishoujo Senshi Sailor Moon | Kumo desu ga, Nani ka? | Kimi ga Nozomu Eien | Sarazanmai | Monogatari Series: Off & Monster Season | Chirin no Suzu",both_hit
2615307,223,21|57|225|263|269|813|889|901|905|918|1210|1254|1535|1604|1735|2993|5114|6033|6702|7054,150,Fan,1,3,1,22,2,1,1,1,1,level_tuned_product_hybrid,223|37984|41168|6594|13125|61276|10119|20787|2890|58131|50307|24135,101,Dragon Ball,"One Piece | Beck | Dragon Ball GT | Hajime no Ippo | Bleach | Dragon Ball Z | Black Lagoon | Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Dragon Ball | Kumo desu ga, Nani ka? | Nakitai Watashi wa Neko wo Kaburu | Katanagatari | Shinsekai yori | Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezasu | Seitokai Yakuindomo OVA | Black Bullet | Gake no Ue no Ponyo | Shiunji-ke no Kodomotachi | Tonikaku Kawaii 2nd Season | Nobunaga Concerto",both_hit
2637969,20423,1|6|20|30|32|43|45|47|67|121|164|199|223|226|229|269|270|356|392|437,358,Fan,26,43,18,24,1,7,17,11,5,level_tuned_product_hybrid,57334|41025|227|27655|20423|59205|19211|28387|3655|10294|34382|59989,101,Kamisama no Inai Nichiyoubi: Kioku,"Cowboy Bebop | Trigun | Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Rurouni Kenshin: Meiji Kenkaku Romantan | Akira",Dandadan | Fumetsu no Anata e | FLCL | Aldnoah.Zero Part 2 | Kamisama no Inai Nichiyoubi: Kioku | Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha | Suisei no Gargantia Specials | Joukamachi no Dandelion | Nabari no Ou | Towa no Quon 1: Utakata no Kaben | Citrus | Kami no Tou: Koubou-sen,hybrid_win
2659857,4898,1|5|16|19|20|21|30|32|33|43|47|57|101|164|199|205|226|227|245|268,240,Fan,3,5,1,2,23,1,1,1,1,level_tuned_product_hybrid,4898|2924|34498|40515|39534|1686|9379|1205|28621|7044|16694|42203,101,Kuroshitsuji,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Hachimitsu to Clover | Monster | Naruto | One Piece | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni","Kuroshitsuji | ef: A Tale of Memories. | Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka? | Nihon Chinbotsu 2020 | Jibaku Shounen Hanako-kun | Bleach Movie 1: Memories of Nobody | Denpa Onna to Seishun Otoko | Aru Tabibito no Nikki | Subete ga F ni Naru | Zan Sayonara Zetsubou Sensei Bangaichi | Sankarea: Wagahai mo... Zombie de Aru... | Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2",both_hit
2676681,23277,18|20|138|185|186|223|249|269|849|918|1575|2167|2904|3588|4181|5630|5680|6045|6773|7054,191,Fan,2,7,1,7,1,1,1,1,1,level_tuned_product_hybrid,23277|33094|3712|29093|44511|7647|967|59135|8795|22125|3972|1889,101,Saenai Heroine no Sodatekata,Initial D Fourth Stage | Naruto | Hunter x Hunter: Greed Island | Initial D First Stage | Initial D Second Stage | Dragon Ball | InuYasha | Bleach,Saenai Heroine no Sodatekata | WWW.Working!! | Zero no Tsukaima: Princesses no Rondo | Grisaia no Meikyuu: Caprice no Mayu 0 | Chainsaw Man | Arakawa Under the Bridge | Hokuto no Ken | Class no Daikirai na Joshi to Kekkon suru Koto ni Natta. | Panty & Stocking with Garterbelt | Kuroko no Basket: Mou Ikkai Yarimasen ka | Yu☆Gi☆Oh! 5D's | Higurashi no Naku Koro ni Kai,both_hit
2714002,30654,30|32|185|918|1575|2001|2167|2904|4059|4107|4181|4224|4565|5081|5114|5680|6862|6945|7472|7791,310,Fan,1,3,2,4,70,2,2,3,3,level_tuned_product_hybrid,37347|1889|30654|59135|58725|6880|23237|15879|51781|54761|60154|13267,101,Ansatsu Kyoushitsu 2nd Season,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Initial D First Stage | Gintama | Code Geass: Hangyaku no Lelouch | Tengen Toppa Gurren Lagann | Clannad | Code Geass: Hangyaku no Lelouch R2",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II | Higurashi no Naku Koro ni Kai | Ansatsu Kyoushitsu 2nd Season | Class no Daikirai na Joshi to Kekkon suru Koto ni Natta. | Ninja to Koroshiya no Futarigurashi | Deadman Wonderland | Chuunibyou demo Koi ga Shitai! Ren Specials | Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou | Boku no Hero Academia (ONA) | 3-nen Z-gumi Ginpachi-sensei Announcement Special | Ore wa Seikan Kokka no Akutoku Ryoushu! | Shinryaku!! Ika Musume,both_hit
2765989,44511,1|5|20|24|30|31|32|135|164|205|227|232|237|372|431|486|759|846|849|918,251,Fan,1,4,1,19,34,1,1,1,1,level_tuned_product_hybrid,44511|21405|14075|40004|54041|54829|2246|55749|33091|63019|1117|37349,101,Chainsaw Man,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Naruto | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Hikaru no Go",Chainsaw Man | Bokura wa Minna Kawai-sou | Zetsuen no Tempest | Bokutachi wa Benkyou ga Dekinai! | 16bit Sensation: Another Layer | Urusei Yatsura (2022) 2nd Season | Mononoke | Megami no Café Terrace 2nd Season | Planetarian: Chiisana Hoshi no Yume | Prism Rondo | Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan | Goblin Slayer,both_hit
2782800,1575,1|5|30|31|32|199|1535|2001|2167|2251|2904|4059|4107|4181|5081|5114|6351|8769|9756|10020,36,Beginner,2,1,1,16,2,1,1,1,1,level_tuned_product_hybrid,1575|20|51019|9135|223|62913|42205|8915|36688|57|18001|2472,101,Code Geass: Hangyaku no Lelouch,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Sen to Chihiro no Kamikakushi | Death Note | Tengen Toppa Gurren Lagann",Code Geass: Hangyaku no Lelouch | Naruto | Kimetsu no Yaiba: Katanakaji no Sato-hen | Fullmetal Alchemist: The Sacred Star of Milos | Dragon Ball | Needy Girl Overdose | Shaman King (2021) | Dantalian no Shoka | Shinmai Maou no Testament Departures | Beck | Freezing Vibration | Naruto: Shippuuden Movie 1,both_hit
2800654,28121,20|164|226|452|1254|1535|1735|3588|5114|16498|16782|19815|22199|22319|22535|23755|25777|28851|30276|31964,61,Casual,1,6,4,3,10,2,2,2,2,level_tuned_product_hybrid,38668|28121|40056|13125|53148|15037|743|31931|57892|2581|59654|62048,101,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Naruto | Mononoke Hime | Elfen Lied | InuYasha Movie 1: Toki wo Koeru Omoi | Saint Seiya | Death Note | Naruto: Shippuuden | Soul Eater,"Dorohedoro | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka | Deca-Dence | Shinsekai yori | Gokushufudou Season 2 | Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou | Umi ga Kikoeru | Full Metal Panic! Invisible Victory | Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made | Kidou Senshi Gundam 00 | Jujutsu Kaisen: Kaigyoku/Gyokusetsu | Mao",both_hit
2819734,513,59|60|100|102|104|120|121|123|142|145|164|177|182|199|232|246|247|335|371|372,198,Fan,8,24,2,49,66,2,2,1,1,level_tuned_product_hybrid,513|51552|41389|50590|31240|16668|48569|10163|2025|49785|50613|553,101,Tenkuu no Shiro Laputa,Chobits | Chrno Crusade | Shin Shirayuki-hime Densetsu Prétear | Aishiteruze Baby★★ | Ayashi no Ceres | Fruits Basket | Fullmetal Alchemist | Fushigi Yuugi,Tenkuu no Shiro Laputa | Watashi no Shiawase na Kekkon | Tonikaku Kawaii | Koukyuu no Karasu | Re:Zero kara Hajimeru Isekai Seikatsu | Kakumeiki Valvrave | 86 Part 2 | C: The Money of Soul and Possibility Control | Darker than Black: Kuro no Keiyakusha | Fairy Tail: 100-nen Quest | Rurouni Kenshin: Meiji Kenkaku Romantan (2023) | Yami no Matsuei,both_hit
2978815,49438,36296|37221|37979|40357|50582|51064|51632|52034|52991|54595|54837|54947|55791,13,Beginner,9,21,101,20,2,3,5,5,5,level_tuned_product_hybrid,57892|51122|53126|32281|49438|10162|31953|27525|54865|25731|54259|16706,101,Isekai Yakkyoku,Hinamatsuri | Release the Spyce | Mahou Shoujo Tokushusen Asuka | Tate no Yuusha no Nariagari Season 3 | Nanatsu no Maken ga Shihai suru | Kuro no Shoukanshi | Isekai wa Smartphone to Tomo ni. 2 | [Oshi no Ko],"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made | Ookami to Koushinryou: Merchant Meets the Wise Wolf | Yamada-kun to Lv999 no Koi wo Suru | Kimi no Na wa. | Isekai Yakkyoku | Usagi Drop | New Game! | Fate/kaleid liner Prisma☆Illya 2wei Herz! | Blue Lock vs. U-20 Japan | Cross Ange: Tenshi to Ryuu no Rondo | Rokudou no Onna-tachi | Kami nomi zo Shiru Sekai: Megami-hen",both_hit
2979154,30831,20|30|32|146|147|195|202|225|226|343|355|417|481|813|849|889|1195|1210|1250|1519,205,Fan,1,3,1,12,13,1,1,1,1,level_tuned_product_hybrid,30831|20853|877|2026|4981|9355|820|8795|20973|120|51553|54968,101,Kono Subarashii Sekai ni Shukufuku wo!,"Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kono Minikuku mo Utsukushii Sekai | Kimi ga Nozomu Eien | Onegai☆Teacher | Wolf's Rain | Dragon Ball GT",Kono Subarashii Sekai ni Shukufuku wo! | Hitsugi no Chaika | Nana | Hayate no Gotoku! | Casshern Sins | Sekirei: Pure Engagement Episode 0 | Ginga Eiyuu Densetsu | Panty & Stocking with Garterbelt | Sekai Seifuku: Bouryaku no Zvezda | Fruits Basket | Tongari Boushi no Atelier | Giji Harem,both_hit
3079405,33352,164|199|237|431|585|849|1535|1575|1689|2167|2904|4059|4181|4224|4382|6351|7311|9253|9989|10863,85,Casual,1,3,1,5,1,1,1,1,1,level_tuned_product_hybrid,33352|51096|42429|40052|41491|61443|3652|10163|33970|16592|37965|37490,101,Violet Evergarden,Mononoke Hime | Sen to Chihiro no Kamikakushi | Koukyoushihen Eureka Seven | Howl no Ugoku Shiro | Mimi wo Sumaseba | Suzumiya Haruhi no Yuuutsu | Death Note | Code Geass: Hangyaku no Lelouch,"Violet Evergarden | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season | Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season | Great Pretender | Nanatsu no Taizai: Funnu no Shinpan | Shunkashuutou Daikousha: Haru no Mai | Higurashi no Naku Koro ni Rei | C: The Money of Soul and Possibility Control | Girls & Panzer: Saishuushou Part 1 | Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation | Kaze ga Tsuyoku Fuiteiru | Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",both_hit
3098131,50338,21|269|1535|6702|9919|31964|34572|38000|38671|38691|40356|40748|40852|41084|41467|44511|44961|48556|49596|49784,34,Beginner,19,31,101,55,2,5,11,10,10,level_tuned_product_hybrid,36456|50273|59062|38680|62146|58445|48417|39247|50664|50338|55150|56894,101,Kunoichi Tsubaki no Mune no Uchi,One Piece | Bleach | Death Note | Fairy Tail | Ao no Exorcist | Boku no Hero Academia | Black Clover | Kimetsu no Yaiba,"Boku no Hero Academia 3rd Season | Tomodachi Game | Gachiakuta | Fruits Basket 1st Season | Isekai Nonbiri Nouka 2 | Sayounara Ryuusei, Konnichiwa Jinsei | Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou | Kobayashi-san Chi no Maid Dragon S | Saihate no Paladin: Tetsusabi no Yama no Ou | Kunoichi Tsubaki no Mune no Uchi | Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu | Dragon Ball Daima",hybrid_win
3143816,38524,530|532|740|996|1535|5114|8074|9253|10161|10620|13759|14751|16498|18397|18679|19391|22199|22319|23273|25777,60,Casual,1,1,1,1,1,1,1,1,1,level_tuned_product_hybrid,38524|249|12189|14353|20371|38816|36027|31452|49828|1259|20431|47159,101,Shingeki no Kyojin Season 3 Part 2,Bishoujo Senshi Sailor Moon | Bishoujo Senshi Sailor Moon S | Bishoujo Senshi Sailor Moon R | Bishoujo Senshi Sailor Moon: Sailor Stars | Death Note | Fullmetal Alchemist: Brotherhood | Highschool of the Dead | Steins;Gate,Shingeki no Kyojin Season 3 Part 2 | InuYasha | Hyouka | Death Billiards | Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai | Hello World | Ousama Game The Animation | Norn9: Norn+Nonet | Kidou Senshi Gundam: Suisei no Majo | Saint Seiya: Tenkai-hen Josou - Overture | Hoozuki no Reitetsu | Tensai Ouji no Akaji Kokka Saisei Jutsu,both_hit
3178588,9130,20|21|57|223|226|269|270|339|376|543|696|777|813|1117|1118|1313|1535|1575|1674|1735,36,Beginner,10,24,101,2,1,2,3,3,3,level_tuned_product_hybrid,6547|31043|9130|28249|1362|2385|408|160|43969|49930|846|59970,101,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Naruto | One Piece | Beck | Dragon Ball | Elfen Lied | Bleach | Hellsing | Serial Experiments Lain,"Angel Beats! | Boku dake ga Inai Machi | Saint Seiya: The Lost Canvas - Meiou Shinwa 2 | Arslan Senki (TV) | Street Fighter II Movie | One Piece: Jango no Dance Carnival | Final Fantasy VII: Last Order | Ima, Soko ni Iru Boku | Kanojo mo Kanojo | Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2 | School Rumble Ni Gakki | Tensei shitara Slime Datta Ken 4th Season",both_hit
3226275,53998,3588|7054|9656|12445|16694|28805|28851|33486|35849|36456|36793|36903|37956|38408|40787|47778|48736|49918|49926|50796,34,Beginner,4,8,3,8,1,1,1,1,1,level_tuned_product_hybrid,53998|36563|34599|2236|40357|2993|48675|50307|37597|32379|48981|61839,101,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Soul Eater | Kaichou wa Maid-sama! | Kimi ni Todoke 2nd Season | Tasogare Otome x Amnesia | Sankarea: Wagahai mo... Zombie de Aru... | Bakemono no Ko | Koe no Katachi | Boku no Hero Academia 2nd Season,Bleach: Sennen Kessen-hen - Ketsubetsu-tan | Megalo Box | Made in Abyss | Toki wo Kakeru Shoujo | Tate no Yuusha no Nariagari Season 3 | Rosario to Vampire | Kakkou no Iinazuke | Tonikaku Kawaii 2nd Season | Dakaretai Otoko 1-i ni Odosarete Imasu. | Berserk | Mahou Shoujo Magical Destroyers | Aishiteru Game wo Owarasetai,both_hit
3234787,8888,1|5|30|71|72|81|84|85|92|136|164|218|256|387|457|477|486|567|721|917,66,Casual,11,9,2,11,27,3,2,2,2,level_tuned_product_hybrid,339|8888|10495|21273|11979|8915|19319|13759|12471|5141|23269|944,101,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Shinseiki Evangelion | Full Metal Panic! | Full Metal Panic? Fumoffu | Kidou Senshi Gundam: Dai 08 MS Shoutai | Kidou Senshi Gundam 0083: Stardust Memory | Kidou Senshi Zeta Gundam,Serial Experiments Lain | Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita | Yuru Yuri | Gochuumon wa Usagi desu ka? | Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari | Dantalian no Shoka | Gundam Build Fighters | Sakura-sou no Pet na Kanojo | Eureka Seven AO | Taishou Yakyuu Musume. | Hello!! Kiniro Mosaic | The Third: Aoi Hitomi no Shoujo,both_hit
3390333,12355,20|60|61|101|107|120|122|142|154|167|205|232|240|323|325|345|371|372|442|457,270,Fan,2,4,1,66,30,1,1,1,1,level_tuned_product_hybrid,12355|31798|31953|29976|31178|9379|335|54103|62000|424|2756|61687,101,Ookami Kodomo no Ame to Yuki,Naruto | Chrno Crusade | D.N.Angel | Air | Ou Dorobou Jing | Fruits Basket | Full Moon wo Sagashite | Kamikaze Kaitou Jeanne,Ookami Kodomo no Ame to Yuki | Kiznaiver | New Game! | Dance with Devils | Uta no☆Prince-sama♪ Maji Love Legend Star | Denpa Onna to Seishun Otoko | Matantei Loki Ragnarok | Hikikomari Kyuuketsuki no Monmon | Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru | Dirty Pair | Cheonnyeon-yeowoo Yeowoobi | Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,both_hit
3571479,12149,30|32|66|76|77|102|143|150|161|169|177|182|205|226|227|232|338|339|350|351,344,Fan,28,13,7,17,5,12,12,8,5,level_tuned_product_hybrid,39808|80|39730|59267|12149|36699|4872|8676|12883|186|21877|6707,101,AKB0048,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Azumanga Daiou The Animation | Mahou Shoujo Lyrical Nanoha | Mahou Shoujo Lyrical Nanoha A's | Aishiteruze Baby★★ | Kannazuki no Miko | Blood+",Non Non Biyori Nonstop | Kidou Senshi Gundam | Houkago Teibou Nisshi | Sanda | AKB0048 | Kimitachi wa Dou Ikiru ka | Goku Sayonara Zetsubou Sensei | Amagami SS | Tsuritama | Initial D Second Stage | High Score Girl | Kuroshitsuji II,hybrid_win
3575285,37991,1|6|19|21|30|31|32|33|43|45|47|57|121|136|164|199|202|205|227|239,191,Fan,1,1,2,2,7,1,1,1,1,level_tuned_product_hybrid,37991|270|10161|468|1356|3297|51818|408|50932|589|59898|56646,101,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Cowboy Bebop | Trigun | Monster | One Piece | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk",JoJo no Kimyou na Bouken Part 5: Ougon no Kaze | Hellsing | No.6 | Innocence | Hokuto no Ken 2 | Aria the Origination | Enen no Shouboutai: San no Shou | Final Fantasy VII: Last Order | Saikyou Onmyouji no Isekai Tenseiki | Ginga Nagareboshi Gin | City The Animation | Hokuto no Ken: Fist of the North Star,both_hit
3592692,52178,1|15|18|19|20|21|24|26|30|32|33|47|53|66|80|101|102|114|135|147,1257,Veteran,40,47,27,89,1,25,37,27,12,level_tuned_product_hybrid,35838|19363|48842|14289|62604|45572|40436|57533|851|48556|21557|52178,101,Kao Ni La Zhanshen Xitong,Cowboy Bebop | Eyeshield 21 | Initial D Fourth Stage | Monster | Naruto | One Piece | School Rumble | Texhnolyze,Shoujo Shuumatsu Ryokou | Gin no Saji 2nd Season | Mahoutsukai Reimeiki | Suki tte Ii na yo. | Otaku ni Yasashii Gal wa Inai!? | Mahouka Koukou no Yuutousei | Peter Grill to Kenja no Jikan | Youkai Gakkou no Sensei Hajimemashita! | Kyou kara Ore wa!! | Takt Op. Destiny | Omoide no Marnie | Kao Ni La Zhanshen Xitong,hybrid_win
3853298,9756,392|578|1575|2001|2167|2904|4181|4224|5114|8525|9253|10080|10863|11061|11577|13759|14719|18679|20899|23273,48,Beginner,1,1,1,35,2,1,1,1,1,level_tuned_product_hybrid,9756|10067|5678|34620|2994|38297|32491|9366|15|933|142|738,101,Mahou Shoujo Madoka★Magica,Yuu☆Yuu☆Hakusho | Hotaru no Haka | Code Geass: Hangyaku no Lelouch | Tengen Toppa Gurren Lagann | Clannad | Code Geass: Hangyaku no Lelouch R2 | Clannad: After Story | Toradora!,"Mahou Shoujo Madoka★Magica | Angel Beats! Another Epilogue | Kobato. | Kono Yo no Hate de Koi wo Utau Shoujo YU-NO | Death Note: Rewrite | Maou-sama, Retry! | Kanojo to Kanojo no Neko: Everything Flows | Kaichou wa Maid-sama!: Omake da yo! | Eyeshield 21 | Dai Mahou Touge | Kamikaze Kaitou Jeanne | MÄR",both_hit
3893950,1480,1|6|43|57|66|121|164|190|191|192|195|196|205|208|210|226|227|240|268|270,102,Casual,58,36,101,9,11,28,33,32,22,level_tuned_product_hybrid,2924|384|165|166|4548|253|50602|1079|12029|14175|1288|6973,101,Sky Girls OVA,Cowboy Bebop | Trigun | Koukaku Kidoutai | Beck | Azumanga Daiou The Animation | Fullmetal Alchemist | Mononoke Hime | Love Hina Again,ef: A Tale of Memories. | Gantz | RahXephon | Samurai 7 | Yozakura Quartet | Jungle wa Itsumo Hare nochi Guu | Spy x Family Part 2 | Armitage III | Uchuu Senkan Yamato 2199 | Hanasaku Iroha Movie: Home Sweet Home | Kidou Keisatsu Patlabor | Senkou no Night Raid,both_miss
4254836,40841,20|21|120|235|442|477|936|962|1074|1535|1735|2144|2472|2563|2966|2994|3297|3455|4437|4654,739,Veteran,11,20,16,22,10,3,4,6,2,level_tuned_product_hybrid,24151|40841|35678|49236|34279|52359|34494|38006|12665|6489|50404|34572,101,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,Naruto | One Piece | Fruits Basket | Meitantei Conan | Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! | Aria the Animation | Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! | Aria the Natural,"Ao Haru Ride OVA | Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA | Hibike! Euphonium Movie 3: Chikai no Finale | Youjo Senki: Sabaku no Pasta Daisakusen | Grancrest Senki | Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu. | Sakura Quest | Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches | Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal | Zero no Tsukaima: Princesses no Rondo Picture Drama | Xian Wang de Richang Shenghuo 3 | Black Clover",both_hit
4277956,50602,19|30|32|43|47|48|134|198|227|322|393|437|440|601|790|877|1210|1535|1818|1943,83,Casual,2,3,7,8,94,99,8,10,16,level_tuned_product_hybrid,36904|8100|10357|52107|4224|31229|50248|3712|36517|13357|75|56062,101,Spy x Family Part 2,"Monster | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Akira | .hack//Sign | Gunslinger Girl | Speed Grapher",Aggressive Retsuko (ONA) | Mardock Scramble: The First Compression | Jinrui wa Suitai Shimashita | Mononoke Movie 1: Karakasa | Toradora! | Servamp | Birdie Wing: Golf Girls' Story | Zero no Tsukaima: Princesses no Rondo | Ninja Batman | High School DxD Specials | Soukyuu no Fafner: Dead Aggressor | Naze Boku no Sekai wo Daremo Oboeteinai no ka?,hybrid_failure_vs_popularity
