mal_id,title,type,score,members,episodes,duration,total_watch_minutes,aired_year,genres,demographics,rating,relations,mylist_hybrid_score,mylist_latent_score,popularity_score
6802,So Ra No Wo To,TV,7.54,173798,12.0,24.0,288.0,2010.0,Sci-Fi|Slice of Life|Comedy,Seinen,PG-13 - Teens 13 or older,,0.39786756,0.0005245292,0.72309077
16353,Love Lab,TV,7.3,212202,13.0,24.0,312.0,2013.0,Comedy|Romance,Seinen,PG-13 - Teens 13 or older,,0.39774734,0.00051667215,0.73471874
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Movie,8.18,193180,1.0,112.0,112.0,2008.0,Sci-Fi|Action|Comedy|Romance,Shounen,PG-13 - Teens 13 or older,Sequel:4565|Alternative Version:2001,0.39743322,0.00050701026,0.7479091
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,6.66,602298,12.0,24.0,288.0,2016.0,Comedy|Romance|Ecchi,Shounen,PG-13 - Teens 13 or older,,0.39695236,0.00047948144,0.7882525
3167,Eve no Jikan,ONA,7.98,196435,6.0,18.0,108.0,2008.0,Sci-Fi|Slice of Life|Comedy|Romance,Seinen,PG-13 - Teens 13 or older,Summary:7465,0.39608875,0.00048499095,0.77377945
32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,7.86,53922,1.0,24.0,24.0,2016.0,Slice of Life|Comedy,Seinen,PG-13 - Teens 13 or older,Parent Story:23623,0.39581186,0.00058022264,0.62128186
25519,Yuuki Yuuna wa Yuusha de Aru,TV,7.37,166021,12.0,24.0,288.0,2014.0,Drama|Action|Fantasy|Comedy,,PG-13 - Teens 13 or older,Prequel:34284|Sequel:34445,0.39479464,0.0005352261,0.6856826
34881,Aho Girl,TV,6.71,533478,12.0,12.0,144.0,2017.0,Comedy|Action|Slice of Life|Sports,Shounen,PG-13 - Teens 13 or older,,0.39451352,0.00047650517,0.77670187
528,Pokemon Movie 01: Mewtwo no Gyakushuu,Movie,7.67,285557,1.0,85.0,85.0,1998.0,Action|Adventure|Award Winning|Comedy|Fantasy,Shounen|Kodomo,PG - Children,Sequel:1709|Alternative Version:37966|Parent Story:527,0.39428017,0.00045727278,0.80557084
38668,Dorohedoro,TV,8.05,648377,12.0,23.0,276.0,2020.0,Action|Comedy|Fantasy|Horror|Gourmet|Sci-Fi|Adventure|Romance|Sports|Mystery,Seinen,R - 17+ (violence & profanity),Sequel:57779,0.39412856,0.00048686512,0.75774676
7858,Sora no Otoshimono: Project Pink,OVA,7.34,114662,1.0,23.0,23.0,2010.0,Comedy|Sci-Fi|Supernatural|Ecchi,Shounen,PG-13 - Teens 13 or older,Prequel:5958|Sequel:8407,0.39401785,0.0005031594,0.73123187
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,OVA,7.44,71090,1.0,34.0,34.0,2010.0,Action|Fantasy|Sci-Fi|Girls Love|Comedy|Romance,Seinen,PG-13 - Teens 13 or older,Parent Story:6213,0.39326844,0.0005200554,0.69950724
16870,The Last: Naruto the Movie,Movie,7.8,671782,1.0,112.0,112.0,2014.0,Action|Adventure|Fantasy|Romance,Shounen,PG-13 - Teens 13 or older,Parent Story:1735,0.3929264,0.00045150146,0.80567604
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV,7.09,490662,12.0,23.0,276.0,2017.0,Action|Adventure|Fantasy|Comedy|Romance,,PG-13 - Teens 13 or older,Parent Story:28121,0.392745,0.00049087586,0.74217814
534,Slayers,TV,7.72,154877,26.0,22.0,572.0,1995.0,Action|Adventure|Comedy|Fantasy,,PG-13 - Teens 13 or older,Prequel:536|Prequel:1170|Prequel:867|Sequel:535,0.3925364,0.0005010208,0.7247389
8142,Colorful (Movie),Movie,7.74,215547,1.0,127.0,127.0,2010.0,Award Winning|Drama|Gourmet|Fantasy|Comedy|Romance|Slice of Life,Kodomo,PG-13 - Teens 13 or older,,0.39206955,0.00048858504,0.7412992
2787,Shakugan no Shana II (Second),TV,7.54,320161,24.0,24.0,576.0,2007.0,Action|Drama|Fantasy|Romance,Seinen,PG-13 - Teens 13 or older,Prequel:355|Sequel:6773|Side Story:6572,0.3920369,0.0004338373,0.8276897
400,Seihou Bukyou Outlaw Star,TV,7.83,171449,24.0,25.0,600.0,1998.0,Action|Adventure|Comedy|Sci-Fi|Gourmet|Boys Love|Fantasy|Romance|Sports,Seinen,R+ - Mild Nudity,Spin-Off:1226,0.3912356,0.00050252327,0.71368986
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Movie,7.4,114619,1.0,90.0,90.0,2013.0,Comedy|Romance|Action|Fantasy|Slice of Life,Seinen,PG-13 - Teens 13 or older,,0.39107946,0.00052941515,0.6701073
1004,Kanojo to Kanojo no Neko,OVA,7.24,103369,1.0,4.0,4.0,1999.0,Slice of Life|Romance,,G - All Ages,Alternative Version:32491,0.39076874,0.0004841028,0.73971784
39940,Shokugeki no Souma: Shin no Sara,TV,7.73,673969,12.0,24.0,288.0,2019.0,Gourmet|Ecchi|Comedy,Shounen,PG-13 - Teens 13 or older,Prequel:36949|Sequel:40902,0.3906443,0.0004581639,0.7799223
21843,Shingeki no Bahamut: Genesis,TV,7.61,439332,12.0,24.0,288.0,2014.0,Action|Adventure|Fantasy|Horror|Comedy|Romance,,R - 17+ (violence & profanity),Sequel:34642|Sequel:30736,0.39012885,0.00044108854,0.8034981
16444,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?: Onsen Manyuuki,OVA,7.17,90075,1.0,23.0,23.0,2013.0,Comedy|Fantasy|Ecchi,,PG-13 - Teens 13 or older,Prequel:15315,0.39011124,0.0005052981,0.7018046
20159,Pokemon: The Origin,TV Special,7.74,247444,4.0,21.0,84.0,2013.0,Action|Adventure|Comedy|Fantasy,Shounen|Kodomo,PG - Children,,0.38983622,0.00045651323,0.77714634
433,"Kumo no Mukou, Yakusoku no Basho",Movie,7.41,232801,1.0,90.0,90.0,2004.0,Award Winning|Drama|Romance|Sci-Fi|Action|Slice of Life,Seinen,PG-13 - Teens 13 or older,,0.38935858,0.0004549221,0.77647895
20021,Sword Art Online: Extra Edition,Special,6.55,336663,1.0,101.0,101.0,2013.0,Action|Fantasy|Sci-Fi|Adventure|Romance,Seinen,PG-13 - Teens 13 or older,Prequel:11757|Sequel:21881,0.38930595,0.0004574011,0.77220666
36038,Net-juu no Susume,TV,7.51,512938,10.0,23.0,230.0,2017.0,Comedy|Romance|Fantasy|Adventure|Slice of Life,Josei,PG-13 - Teens 13 or older,,0.38872933,0.0004294073,0.8126471
5277,Sekirei: Pure Engagement,TV,7.25,256204,13.0,24.0,312.0,2010.0,Action|Comedy|Romance|Ecchi,Seinen,R+ - Mild Nudity,Prequel:4063,0.3885926,0.00045195056,0.7760736
28755,Boruto: Naruto the Movie,Movie,7.37,499487,1.0,95.0,95.0,2015.0,Action|Adventure|Fantasy,Shounen,PG-13 - Teens 13 or older,Prequel:1735|Alternative Version:34566,0.38850033,0.00044129422,0.7923161
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,7.72,178457,1.0,82.0,82.0,2015.0,Action|Supernatural|Fantasy|Horror|Suspense|Romance,Seinen,PG-13 - Teens 13 or older,Sequel:28675,0.3884992,0.0005015945,0.6969166
5177,Denpa-teki na Kanojo,OVA,7.47,156998,2.0,42.0,84.0,2009.0,Mystery|Suspense|Action|Romance,Seinen,R - 17+ (violence & profanity),,0.38841093,0.0004598643,0.7623429
65,Rozen Maiden: Träumend,TV,7.61,111339,12.0,24.0,288.0,2005.0,Action|Drama|Supernatural|Fantasy|Comedy,Seinen,PG-13 - Teens 13 or older,Prequel:64|Side Story:1719,0.3879047,0.00046932025,0.74400944
19703,Kyousou Giga (TV),TV,7.69,210221,10.0,25.0,250.0,2013.0,Action|Fantasy|Adventure|Comedy|Slice of Life,,PG-13 - Teens 13 or older,,0.3878547,0.00049780065,0.69862133
11319,Zero no Tsukaima F,TV,7.41,447666,12.0,24.0,288.0,2012.0,Action|Adventure|Comedy|Fantasy|Romance|Ecchi,Seinen,PG-13 - Teens 13 or older,Prequel:3712,0.38591546,0.00041554892,0.8158114
14175,Hanasaku Iroha Movie: Home Sweet Home,Movie,7.84,98408,1.0,66.0,66.0,2013.0,Drama|Romance|Slice of Life,Shounen|Seinen,PG-13 - Teens 13 or older,Parent Story:9289,0.38505533,0.0004961897,0.6825075
34280,Gamers!,TV,6.72,703214,12.0,24.0,288.0,2017.0,Comedy|Romance|Sports,,PG-13 - Teens 13 or older,,0.38502395,0.000423326,0.7975649
2164,Dennou Coil,TV,8.02,159891,26.0,25.0,650.0,2007.0,Adventure|Award Winning|Drama|Mystery|Sci-Fi|Action|Horror|Comedy|Romance|Sports,,G - All Ages,,0.38478574,0.00048604043,0.6967658
34944,Bungou Stray Dogs: Dead Apple,Movie,7.91,315859,1.0,90.0,90.0,2018.0,Action|Mystery|Sci-Fi|Fantasy|Comedy|Slice of Life,Seinen,R - 17+ (violence & profanity),Parent Story:32867,0.38388357,0.00048327754,0.69512206
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,TV,7.96,375971,14.0,23.0,322.0,2019.0,Fantasy|Action|Comedy|Slice of Life,Shoujo,PG-13 - Teens 13 or older,Sequel:40815|Side Story:40841,0.3838075,0.0004648056,0.72383684
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,7.92,71313,1.0,60.0,60.0,2005.0,Comedy|Drama|Mystery|Supernatural|Fantasy|Horror|Suspense,Seinen,PG-13 - Teens 13 or older,Parent Story:861,0.38312703,0.0004702259,0.71072567
6707,Kuroshitsuji II,TV,7.12,603863,12.0,24.0,288.0,2010.0,Action|Comedy|Supernatural|Boys Love|Fantasy|Horror|Romance|Slice of Life|Sports,Shounen,R - 17+ (violence & profanity),Prequel:4898,0.3826734,0.00040058605,0.81786823
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",OVA,7.13,75516,1.0,24.0,24.0,2014.0,Comedy|Romance,,PG-13 - Teens 13 or older,Parent Story:19221,0.38258564,0.0004902256,0.67547786
33926,Quanzhi Gaoshou,ONA,7.85,394599,12.0,23.0,276.0,2017.0,Action|Fantasy|Adventure,Shounen|Seinen,PG-13 - Teens 13 or older,Prequel:40080|Sequel:37078,0.3821327,0.000431838,0.7648244
40839,"Kanojo, Okarishimasu",TV,6.83,1093448,12.0,24.0,288.0,2020.0,Comedy|Romance,Shounen,PG-13 - Teens 13 or older,Sequel:42963,0.38198277,0.00042521127,0.77430797
34933,Kakegurui,TV,7.21,1631680,12.0,24.0,288.0,2017.0,Drama|Mystery|Suspense,Shounen,R - 17+ (violence & profanity),Sequel:37086|Side Story:50339,0.38190103,0.00036912967,0.8624811
4725,Ga-Rei: Zero,TV,7.56,253738,12.0,23.0,276.0,2008.0,Action|Supernatural|Suspense|Girls Love|Sci-Fi|Fantasy|Horror|Comedy|Romance|Slice of Life|Sports,Shounen,R - 17+ (violence & profanity),Character:21353,0.38144603,0.00041558238,0.78596205
522,Metropolis,Movie,7.53,120686,1.0,107.0,107.0,2001.0,Adventure|Drama|Romance|Sci-Fi|Action,Shounen,PG-13 - Teens 13 or older,,0.38136137,0.00047749857,0.68744934
317,Final Fantasy VII: Advent Children,Movie,7.71,220264,1.0,101.0,101.0,2005.0,Action|Fantasy|Sci-Fi,Seinen,PG-13 - Teens 13 or older,Prequel:408|Side Story:6151|Summary:6152|Alternative Version:2952,0.38128173,0.00038953533,0.8260718
267,Gungrave,TV,7.82,219406,26.0,24.0,624.0,2003.0,Action|Drama|Sci-Fi|Fantasy|Horror|Romance,Seinen,R - 17+ (violence & profanity),,0.38126865,0.00045314414,0.72535884
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,TV,7.16,327607,12.0,24.0,288.0,2016.0,Comedy|Romance|Slice of Life|Mystery,Seinen,PG-13 - Teens 13 or older,,0.38125253,0.00044138316,0.7438565
31812,Kuroshitsuji Movie: Book of the Atlantic,Movie,8.25,227168,1.0,100.0,100.0,2017.0,Action|Mystery|Supernatural|Fantasy|Horror,Shounen,R - 17+ (violence & profanity),Prequel:23317|Sequel:55855,0.38122797,0.00047903834,0.6841243
32491,Kanojo to Kanojo no Neko: Everything Flows,TV,7.66,146603,4.0,7.0,28.0,2016.0,Slice of Life,,G - All Ages,Alternative Version:1004,0.3812244,0.00046362355,0.7084858
35376,Himouto! Umaru-chan R,TV,7.32,277103,12.0,23.0,276.0,2017.0,Comedy,Seinen,PG-13 - Teens 13 or older,Prequel:28825,0.38115904,0.00045565757,0.720652
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,7.43,146161,1.0,59.0,59.0,2013.0,Action|Sci-Fi|Adventure,Seinen,R - 17+ (violence & profanity),Prequel:8888|Sequel:15199,0.3809589,0.00045242015,0.7244391
2154,Tekkon Kinkreet,Movie,7.94,124647,1.0,110.0,110.0,2006.0,Action|Adventure|Award Winning|Supernatural|Suspense|Fantasy|Horror,Seinen,R - 17+ (violence & profanity),Alternative Version:32247,0.38011146,0.0004728189,0.6865197
33071,Bungou Stray Dogs: Hitori Ayumu,OVA,7.66,187550,1.0,23.0,23.0,2017.0,Action|Mystery|Sci-Fi|Fantasy|Comedy|Slice of Life,Shounen|Seinen,PG-13 - Teens 13 or older,Parent Story:32867,0.38010627,0.00047829235,0.6778263
36028,Golden Kamuy,TV,7.89,460298,12.0,23.0,276.0,2018.0,Action|Adventure|Gourmet|Horror|Comedy,Seinen,R - 17+ (violence & profanity),Sequel:37989|Side Story:37755|Side Story:37884,0.38004062,0.0004368226,0.7429918
6773,Shakugan no Shana III (Final),TV,7.5,247381,24.0,23.0,552.0,2011.0,Action|Drama|Fantasy|Romance|Comedy,Seinen,PG-13 - Teens 13 or older,Prequel:6572,0.3796106,0.0004202294,0.76637447
19369,Outbreak Company,TV,7.15,385316,12.0,24.0,288.0,2013.0,Comedy|Fantasy|Boys Love|Action|Romance,,PG-13 - Teens 13 or older,,0.37909973,0.00039817352,0.7978601
31173,Akagami no Shirayuki-hime 2nd Season,TV,7.97,391118,12.0,24.0,288.0,2016.0,Drama|Romance,Shoujo,PG-13 - Teens 13 or older,Prequel:30123|Side Story:31483,0.37877548,0.00040585006,0.78355455
23383,D-Frag!*,OVA,7.31,68122,1.0,24.0,24.0,2014.0,Comedy|Action|Romance,Seinen,PG-13 - Teens 13 or older,Parent Story:20031,0.37856042,0.0004756518,0.671698
37475,Kishuku Gakkou no Juliet,TV,7.45,417835,12.0,24.0,288.0,2018.0,Action|Comedy|Romance,Shounen,PG-13 - Teens 13 or older,,0.37852964,0.00043823145,0.73068976
30458,"Tokyo Ghoul: ""Jack""",OVA,7.29,272886,1.0,30.0,30.0,2015.0,Action|Fantasy|Horror|Suspense|Comedy|Sports,Seinen,R - 17+ (violence & profanity),Parent Story:22319,0.37845463,0.00042861968,0.7453949
32553,Nisekoi: OVA,OVA,7.06,104868,2.0,13.0,26.0,2016.0,Comedy|Romance,Shounen,PG-13 - Teens 13 or older,Parent Story:27787,0.3768961,0.00049124233,0.63593924
996,Bishoujo Senshi Sailor Moon: Sailor Stars,TV,7.96,122742,34.0,24.0,816.0,1996.0,Adventure|Comedy|Drama|Romance|Girls Love|Action|Fantasy,Shoujo,PG-13 - Teens 13 or older,Prequel:1239|Summary:13931|Summary:8756,0.37669495,0.00045094013,0.69835395
8557,Shinryaku! Ika Musume,TV,7.41,215040,12.0,24.0,288.0,2010.0,Comedy|Sci-Fi|Slice of Life|Sports,Shounen,PG-13 - Teens 13 or older,Sequel:10378,0.3766272,0.00041470543,0.75522393
11737,Ao no Exorcist Movie,Movie,7.57,286769,1.0,88.0,88.0,2012.0,Action|Supernatural|Gourmet|Fantasy|Comedy,Shounen,PG-13 - Teens 13 or older,Parent Story:9919,0.37637308,0.00040074752,0.7756103
73,Full Metal Panic! The Second Raid,TV,7.91,273887,13.0,24.0,312.0,2005.0,Girls Love|Action|Sci-Fi|Comedy|Romance,Seinen,R - 17+ (violence & profanity),Prequel:71|Sequel:31931|Side Story:72,0.3753741,0.00036715798,0.82208735
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Movie,7.32,194771,1.0,51.0,51.0,2012.0,Sci-Fi|Action|Adventure,Seinen,R - 17+ (violence & profanity),Sequel:15197,0.37513977,0.0004087303,0.7547601
5530,Pandora Hearts,TV,7.64,454176,25.0,24.0,600.0,2009.0,Adventure|Fantasy|Mystery|Comedy|Sports,Shounen,PG-13 - Teens 13 or older,,0.37502936,0.00037146197,0.8129807
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",TV,6.65,299089,12.0,23.0,276.0,2015.0,Comedy|Romance|Ecchi|Gourmet|Slice of Life,,PG-13 - Teens 13 or older,,0.37491956,0.0004248717,0.7277572
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Special,8.12,45792,1.0,24.0,24.0,2015.0,Action|Comedy|Sci-Fi,Shounen,PG-13 - Teens 13 or older,Parent Story:15417,0.37486815,0.00049724674,0.6129207
40052,Great Pretender,TV,8.19,751171,23.0,23.0,529.0,2020.0,Action|Adventure|Mystery|Comedy|Sports,Shounen,R - 17+ (violence & profanity),Sequel:57184,0.37458482,0.0004237442,0.7273089
5258,Hajime no Ippo: New Challenger,TV,8.67,327937,26.0,23.0,598.0,2009.0,Sports|Action|Comedy,Shounen,PG-13 - Teens 13 or older,Prequel:265|Sequel:19647,0.3742306,0.00039016327,0.7780708
16157,Choujigen Game Neptune The Animation,TV,6.89,159338,12.0,24.0,288.0,2013.0,Action|Comedy|Fantasy|Sci-Fi|Girls Love|Romance,Seinen,PG-13 - Teens 13 or older,Sequel:20479|Summary:40073,0.37381446,0.00044812064,0.68361104
37989,Golden Kamuy 2nd Season,TV,8.24,240181,12.0,23.0,276.0,2018.0,Action|Adventure|Gourmet|Comedy,Seinen,R - 17+ (violence & profanity),Prequel:36028|Sequel:40059|Side Story:37755|Side Story:38710,0.37196046,0.0004226857,0.7114878
5060,Hetalia Axis Powers,ONA,7.25,267322,52.0,5.0,260.0,2009.0,Comedy|Boys Love|Romance,,PG-13 - Teens 13 or older,Sequel:8479|Side Story:9865|Side Story:7337|Side Story:43591,0.3716237,0.000392641,0.75677204
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,7.96,89820,2.0,41.0,82.0,2001.0,Drama|Romance|Action,Shounen,R - 17+ (violence & profanity),Prequel:45,0.37146664,0.00042029098,0.71198416
2994,Death Note: Rewrite,TV Special,7.73,226544,2.0,112.0,224.0,2007.0,Supernatural|Suspense|Fantasy|Mystery,Shounen,R - 17+ (violence & profanity),,0.37142584,0.0003950231,0.7516845
31297,"Tokyo Ghoul: ""Pinto""",OVA,7.2,235510,1.0,24.0,24.0,2015.0,Action|Fantasy|Horror|Suspense|Comedy|Sports,Seinen,R - 17+ (violence & profanity),Parent Story:22319,0.37107652,0.0004110517,0.7239993
1239,Bishoujo Senshi Sailor Moon SuperS,TV,7.64,130022,39.0,24.0,936.0,1995.0,Romance|Action|Fantasy|Adventure|Comedy,Shoujo,PG-13 - Teens 13 or older,Prequel:532|Sequel:996|Side Story:1240|Summary:8756,0.3708382,0.00042824348,0.6952141
16774,Inferno Cop,ONA,7.21,107592,13.0,3.0,39.0,2012.0,Action|Comedy,,R - 17+ (violence & profanity),Character:32681,0.36958653,0.00043535084,0.67562616
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,7.34,351868,11.0,23.0,253.0,2016.0,Action|Horror|Mystery|Suspense,Shounen,R - 17+ (violence & profanity),Prequel:16592|Sequel:32189|Sequel:34103,0.36935475,0.0003898197,0.74610883
4672,Koukaku Kidoutai 2.0,Movie,7.96,93946,1.0,83.0,83.0,2008.0,Mystery|Sci-Fi|Suspense|Action,Seinen,R+ - Mild Nudity,Alternative Version:43,0.36830652,0.00042413306,0.68483865
770,Pale Cocoon,OVA,7.25,75094,1.0,23.0,23.0,2005.0,Drama|Sci-Fi,Seinen,PG-13 - Teens 13 or older,,0.36818767,0.0004113979,0.7041925
28497,Rokka no Yuusha,TV,7.25,675582,12.0,24.0,288.0,2015.0,Action|Fantasy|Mystery|Adventure|Romance,,PG-13 - Teens 13 or older,,0.368039,0.00033069082,0.8308761
19647,Hajime no Ippo: Rising,TV,8.61,300383,25.0,22.0,550.0,2013.0,Sports|Action|Comedy|Romance,Shounen,PG-13 - Teens 13 or older,Prequel:5258,0.3677644,0.00038272832,0.74672484
