case_type,interpretation_hint,userID,user_level,profile_size,holdout_animeID,heldout_title,heldout_catalog_score,advanced_split_popularity_baseline_rank,xgboost_pairwise_ranker_rank,xgboost_pairwise_ranker_holdout_model_score,top1_animeID,top1_title,top12_titles,candidate_pool_size
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1410830471,Beginner,13,3092,Junjou Romantica,7.43,14,1,3.858889579772949,3092,Junjou Romantica,"Junjou Romantica | Free! Eternal Summer: Kindan no All Hard! | JoJo no Kimyou na Bouken (TV) | Chihayafuru | Gate: Jieitai Kanochi nite, Kaku Tatakaeri | Sakigake!! Cromartie Koukou | Owarimonogatari 2nd Season | Jibaku Shounen Hanako-kun | Toaru Majutsu no Index II | Ore dake Level Up na Ken Season 2: Arise from the Shadow | Momokuri | Shinigami Bocchan to Kuro Maid",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1415410261,Fan,320,2397,Digimon Adventure: Bokura no War Game!,7.82,16,1,2.9363605976104736,2397,Digimon Adventure: Bokura no War Game!,Digimon Adventure: Bokura no War Game! | Cardcaptor Sakura Movie 1 | Btooom! | [Oshi no Ko] 3rd Season | Bakemono no Ko | Seirei no Moribito | Shin Samurai-den Yaiba | Code Geass: Fukkatsu no Lelouch | Boku no Hero Academia: UA Heroes Battle | Saber Marionette J | Flying Witch | Dirty Pair,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1415640475,Fan,396,56838,"One Room, Hiatari Futsuu, Tenshi-tsuki.",7.04,24,1,3.709521532058716,56838,"One Room, Hiatari Futsuu, Tenshi-tsuki.","One Room, Hiatari Futsuu, Tenshi-tsuki. | Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen | Akujiki Reijou to Kyouketsu Koushaku | Fate/Zero 2nd Season | Tomodachi Game | Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai | Ai no Utagoe wo Kikasete | Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru | Kono Sekai wa Fukanzen Sugiru | Sora no Aosa wo Shiru Hito yo | Re:Creators | Summer Wars",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1416153317,Beginner,17,34973,Love Live! Sunshine!! 2nd Season,7.59,13,1,3.954756259918213,34973,Love Live! Sunshine!! 2nd Season,Love Live! Sunshine!! 2nd Season | K-On! Movie | The iDOLM@STER Cinderella Girls 2nd Season | Clannad: After Story | Boku wa Tomodachi ga Sukunai | High School DxD New | Harukana Receive | Non Non Biyori: Okinawa e Ikukoto ni Natta | Nekopara | Fruits Basket | Hagure Yuusha no Aesthetica | Inazuma Eleven,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1417575730,Beginner,49,31680,Super Lovers,6.67,25,1,3.390233278274536,31680,Super Lovers,Super Lovers | Kono Subarashii Sekai ni Shukufuku wo! | Sword Art Online Movie: Ordinal Scale | Yuru Yuri | Imawa no Kuni no Alice | Ore no Imouto ga Konnani Kawaii Wake ga Nai. | Hoshiai no Sora | Domestic na Kanojo | Yowamushi Pedal | Tennis no Oujisama | Yuru Camp△ | C: The Money of Soul and Possibility Control,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2093543328,Casual,73,34096,Gintama.,8.98,13,1,3.952822208404541,34096,Gintama.,Gintama. | Sakamoto Days | Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season | Isekai Ojisan | The First Slam Dunk | Overlord III | Berserk 2nd Season | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season | Tu Bian Yingxiong X | Tomodachi Game | Majo no Tabitabi,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2094912722,Casual,107,49980,Sugar Apple Fairy Tale,7.49,14,1,2.4421679973602295,49980,Sugar Apple Fairy Tale,Sugar Apple Fairy Tale | Bakuten!! Movie | Kono Sekai no Katasumi ni | Shokugeki no Souma | Kaizoku Oujo | Poputepipikku | One Piece Movie 05: Norowareta Seiken | Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi | Stand By Me Doraemon | Burn the Witch | Ao Haru Ride OVA | 3-gatsu no Lion 2nd Season,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2096599444,Casual,104,40752,Bishounen Tanteidan,7.06,18,1,2.963667631149292,40752,Bishounen Tanteidan,Bishounen Tanteidan | Vivy: Fluorite Eye's Song | Kizumonogatari II: Nekketsu-hen | Nichijou: Original Jikai Yokoku | Kanon Kazahana | Bakuman. 2nd Season | Yojouhan Shinwa Taikei | Chuubyou Gekihatsu Boy | Otaku no Video | Aru Nihon no Ekaki Shounen | Goku Sayonara Zetsubou Sensei | Hayate no Gotoku!,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2097936018,Fan,150,31338,Hundred,6.3,15,1,3.6241753101348877,31338,Hundred,"Hundred | Shiguang Dailiren | 86 | Domestic na Kanojo | Look Back | Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka? | Nisemonogatari | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan | Sakasama no Patema | Tenshi no Tamago | Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san | Free! Eternal Summer",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,761910604,Beginner,19,156,X,7.39,30,1,3.333155393600464,156,X,X | Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!! | Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen | JoJo no Kimyou na Bouken Part 3: Stardust Crusaders | Aa! Megami-sama! Movie | One Piece: Mezase! Kaizoku Yakyuu Ou | Violet Evergarden | World Trigger 2nd Season | Shingetsutan Tsukihime | Sentou Yousei Yukikaze | Onikirimaru | Nobunaga the Fool,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,763654827,Casual,86,1601,Red Garden,7.04,44,1,2.011059284210205,1601,Red Garden,Red Garden | Rurouni Kenshin: Meiji Kenkaku Romantan | Boku dake ga Inai Machi | Tokkou | Tsuritama | Aru Tabibito no Nikki | Darker than Black: Kuro no Keiyakusha Gaiden | Macross: Do You Remember Love? | Kami no Tou | Kusuriya no Hitorigoto | Kaze no Youjinbou | Caligula,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1389930489,Fan,160,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,5.75,19,1,2.542799472808838,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da | Konjiki no Gash Bell!! | Kingdom | Lupin III: Bye Bye Liberty - Kiki Ippatsu! | Armitage III: Poly-Matrix | Ame wo Tsugeru Hyouryuu Danchi | Hajime no Ippo: Boxer no Kobushi | Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture | Magi: The Labyrinth of Magic | Urusei Yatsura Movie 4: Lum The Forever | Omae Umasou da na | Bubblegum Crash,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,1393047439,Beginner,39,43814,Deatte 5-byou de Battle,6.74,14,1,2.7796738147735596,43814,Deatte 5-byou de Battle,Deatte 5-byou de Battle | Masamune-kun no Revenge | Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo | Naruto: Shippuuden | K-On! Movie | Kimetsu no Yaiba: Mugen Ressha-hen | Fate/stay night | Cross Ange: Tenshi to Ryuu no Rondo | Baccano! Specials | Bungou Stray Dogs 2nd Season | Sugar Apple Fairy Tale | Shuumatsu no Izetta,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2144203694,Casual,63,461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,6.82,25,1,3.1597142219543457,461,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,One Piece Movie 03: Chinjuu-jima no Chopper Oukoku | Fairy Tail Movie 1: Houou no Miko | Kaze no Tani no Nausicaä | Kami no Tou | Tokyo Ghoul √A | Devil May Cry | Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland | Kino no Tabi: The Beautiful World | Munou na Nana | Dark Gathering | Shingeki no Kyojin: Kuinaki Sentaku | Full Metal Panic! The Second Raid,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2130504645,Casual,104,39166,Girls & Panzer: Saishuushou Part 3,8.19,43,1,2.2730295658111572,39166,Girls & Panzer: Saishuushou Part 3,Girls & Panzer: Saishuushou Part 3 | Sewayaki Kitsune no Senko-san | Chuunibyou demo Koi ga Shitai! Ren | Brave Witches | Yuru Camp△ Specials | Senki Zesshou Symphogear | The iDOLM@STER Cinderella Girls | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Kimetsu no Yaiba Movie: Mugen Ressha-hen | Denpa Kyoushi | Fate/Zero | Uma Musume: Pretty Derby - Shin Jidai no Tobira,101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2115164597,Fan,379,58131,Shiunji-ke no Kodomotachi,7.05,17,1,3.6107847690582275,58131,Shiunji-ke no Kodomotachi,"Shiunji-ke no Kodomotachi | Katainaka no Ossan, Kensei ni Naru | Kikansha no Mahou wa Tokubetsu desu | Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA | Danshi Koukousei no Nichijou | Synduality: Noir | Dungeon no Naka no Hito | Hal | Renai Boukun | Boku no Hero Academia the Movie 1: Futari no Hero | True Tears | Ao no Exorcist",101
strong_personalization_case,Profile-level tuned product hybrid recovered a liked title that popularity did not place in the visible 12-item row.,2119736879,Fan,420,19685,Kanojo ga Flag wo Oraretara,6.36,13,1,3.524597644805908,19685,Kanojo ga Flag wo Oraretara,Kanojo ga Flag wo Oraretara | Ano Natsu de Matteru | Gleipnir | Gyakkyou Burai Kaiji: Ultimate Survivor | Grand Blue Season 2 | Ichiban Ushiro no Daimaou Specials | Manaria Friends | Major S6 | Panty & Stocking with Garterbelt | Gintama: Dai Hanseikai | Jijou wo Shiranai Tenkousei ga Guigui Kuru. | Gundam Build Fighters,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,735077911,Fan,285,232,Cardcaptor Sakura,8.19,4,13,-2.0031778812408447,3784,Evangelion Movie 2: Ha,"Evangelion Movie 2: Ha | Koi to Yobu ni wa Kimochi Warui | Orient | Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season | Goodbye, Don Glees! | Pokemon: Mezase Pokemon Master | Kino no Tabi: The Beautiful World - The Animated Series | Kakegurui×× | Fangkai Nage Nuwu | Tensei Kizoku, Kantei Skill de Nariagaru | Shin Samurai-den Yaiba | Jitsu wa Ore, Saikyou deshita?",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,741574410,Fan,433,2236,Toki wo Kakeru Shoujo,8.09,4,13,-0.9326267838478088,35968,Wotaku ni Koi wa Muzukashii,"Wotaku ni Koi wa Muzukashii | Pokemon: Mewtwo - Kakusei e no Prologue | Hellsing | Ore no Imouto ga Konnani Kawaii Wake ga Nai | Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari | Sirius | Bishoujo Senshi Sailor Moon | Miira no Kaikata | Cider no You ni Kotoba ga Wakiagaru | Robot Girls Z | Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai | Shirobako",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,859825151,Fan,499,49818,Guimi Zhi Zhu: Xiaochou Pian,8.61,10,13,-1.1230980157852173,18397,Shingeki no Kyojin OVA,Shingeki no Kyojin OVA | Nisekoi | Tongari Boushi no Atelier | Ameku Takao no Suiri Karte | Chuunibyou demo Koi ga Shitai! | Jiisan Baasan Wakagaeru | Chuunibyou demo Koi ga Shitai! Movie: Take On Me | Urasekai Picnic | Uma Musume: Cinderella Gray Part 2 | Canaan | Awajima Hyakkei | Beck,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1112118717,Beginner,14,16870,The Last: Naruto the Movie,7.8,5,13,-2.673619270324707,9253,Steins;Gate,Steins;Gate | 3-gatsu no Lion | Angel Beats! | Kuroshitsuji: Kishuku Gakkou-hen | Steins;Gate Movie: Fuka Ryouiki no Déjà vu | Higurashi no Naku Koro ni Kai | World Trigger 2nd Season | Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA | Nanatsu no Taizai: Funnu no Shinpan | Kuroshitsuji | Baki | Yokohama Kaidashi Kikou,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1762609588,Fan,283,49618,Shuumatsu no Walküre II,7.49,9,13,-1.208254337310791,55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,"Mashle: Shinkakusha Kouho Senbatsu Shiken-hen | Tokyo Revengers: Seiya Kessen-hen | Grappler Baki (TV) | Boku no Hero Academia 7th Season | Inazuma Eleven | Lupin III | Deadman Wonderland | Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu | 5-toubun no Hanayome Movie | D-Frag! | Otonari ni Ginga | Sentouin, Haken shimasu!",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1780497806,Fan,153,25159,Inou-Battle wa Nichijou-kei no Naka de,7.04,6,13,-2.601963758468628,13357,High School DxD Specials,"High School DxD Specials | Code Geass: Hangyaku no Lelouch | Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari | Tonikaku Kawaii | Irozuku Sekai no Ashita kara | Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet | Kokoro ga Sakebitagatterunda. | Fate/Extra: Last Encore - Illustrias Tendousetsu | Samurai Champloo | High Score Girl II | Island | Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1758370082,Fan,493,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.2,4,13,-0.8071642518043518,4382,Suzumiya Haruhi no Yuuutsu (2009),Suzumiya Haruhi no Yuuutsu (2009) | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen | 3D Kanojo: Real Girl 2nd Season | Tu Bian Yingxiong X | Boku no Hero Academia the Movie 1: Futari no Hero | Prince of Stride: Alternative | Natsume Yuujinchou Go | Nekopara | Gugure! Kokkuri-san | Shiroi Suna no Aquatope | Bokura ga Ita | Urara Meirochou,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1715716689,Fan,486,50410,One Piece Film: Red,7.82,7,13,-1.0778441429138184,60098,Boku no Hero Academia: Final Season,"Boku no Hero Academia: Final Season | Mushishi Zoku Shou: Odoro no Michi | Jiisan Baasan Wakagaeru | Love All Play | Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season | Onegai☆Teacher | Shingeki no Kyojin OVA | Trillion Game | JoJo no Kimyou na Bouken Part 5: Ougon no Kaze | Tokyo Ravens | Konjiki no Gash Bell!! | Casshern Sins",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1602262715,Fan,164,34134,One Punch Man 2nd Season,7.52,1,13,-0.27957189083099365,46569,Jigokuraku,Jigokuraku | Lovely★Complex | High School DxD | Higurashi no Naku Koro ni Rei | Given | Chobits | Kaguya-sama wa Kokurasetai: Otona e no Kaidan | Ojou to Banken-kun | Mononoke Hime | Kimi no Hikari: Asagao to Kase-san. | Gekai Elise | Ookami-san to Shichinin no Nakama-tachi,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1686030329,Veteran,1165,8247,Bleach Movie 4: Jigoku-hen,7.62,8,13,-0.4112192392349243,40620,Uramichi Oniisan,Uramichi Oniisan | Marriagetoxin | Yagate Kimi ni Naru | Towa no Quon 2: Konton no Ranbu | Rokudou no Onna-tachi | Gunslinger Girl | Akkun to Kanojo | Domestic na Kanojo | Afro Samurai | .hack//Sign | Yu☆Gi☆Oh! Duel Monsters | R.O.D: The TV,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1568349204,Veteran,1092,37972,Hoshiai no Sora,7.6,9,13,-0.8049653172492981,52211,Mashle,"Mashle | Hikaru ga Shinda Natsu | Aura: Maryuuin Kouga Saigo no Tatakai | Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari | Densetsu no Yuusha no Densetsu | Usagi Drop Specials | Shingeki no Kyojin Picture Drama | Keijo!!!!!!!! | Nogizaka Haruka no Himitsu | Rakuen Tsuihou | Sekirei: Pure Engagement Episode 0 | Aishen Qiaokeli-ing...II",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1557135303,Casual,97,34902,Tsurezure Children,7.53,1,13,-0.8604521155357361,33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season | Subete ga F ni Naru | World Trigger 2nd Season | Mousou Dairinin | Grisaia no Kajitsu | Rurouni Kenshin: Meiji Kenkaku Romantan (2023) | Red Garden | Area 88 (TV) | Zombie-Loan | Soukyuu no Fafner: Dead Aggressor - Exodus | Seikai no Monshou | High School DxD Specials,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1393651892,Veteran,751,58426,Shikanoko Nokonoko Koshitantan,6.94,5,13,-0.665364682674408,58939,Sakamoto Days,Sakamoto Days | Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku | Toradora!: SOS! Kuishinbou Banbanzai | Blue Dragon | Fate/Zero: Onegai! Einzbern Soudanshitsu | Days | Kaze no Tani no Nausicaä | Orange: Mirai | Yu☆Gi☆Oh! Zexal | Mahouka Koukou no Yuutousei | Banana Fish | Akkun to Kanojo,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1449490792,Fan,176,51916,Dekiru Neko wa Kyou mo Yuuutsu,7.63,10,13,-2.2473337650299072,513,Tenkuu no Shiro Laputa,Tenkuu no Shiro Laputa | Monogatari Series: Second Season | Gnosia | Jujutsu Kaisen Movie: Shibuya Jihen Tokubetsu Henshuu-ban x Shimetsu Kaiyuu Senkou Jouei | Mashle: Shinkakusha Kouho Senbatsu Shiken-hen | Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi | Deji Meets Girl | Subarashiki Kono Sekai The Animation | Shingeki no Kyojin Picture Drama | Jiisan Baasan Wakagaeru | Obey Me! | Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1466511518,Fan,217,1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,7.36,10,13,-1.0990111827850342,28223,Death Parade,"Death Parade | JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai | Re:Creators | Fate/strange Fake | Yesterday wo Utatte | Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken | Paniponi Dash! | Burn the Witch | Sore ga Seiyuu! | Top wo Nerae 2! Diebuster | Kaze Tachinu | Mofa Gongzhu de Xiao Fannao",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1345674248,Beginner,47,33489,Little Witch Academia (TV),7.81,4,13,-1.6549534797668457,39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan | Special A | Banana Fish | Denpa-teki na Kanojo | Hellsing Ultimate | Tonari no Seki-kun | Demi-chan wa Kataritai | Cross Ange: Tenshi to Ryuu no Rondo | Inu to Hasami wa Tsukaiyou | Kizumonogatari III: Reiketsu-hen | Shinigami Bocchan to Kuro Maid | K-On! Movie,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1669892736,Beginner,44,37987,Violet Evergarden Movie,8.83,3,13,-2.5511395931243896,11061,Hunter x Hunter (2011),Hunter x Hunter (2011) | Sen to Chihiro no Kamikakushi | Nejimaki Seirei Senki: Tenkyou no Alderamin | Shibou Yuugi de Meshi wo Kuu. | Kuro no Shoukanshi | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen | Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara | Itou Junji: Collection | Amaama to Inazuma | Ousama Game The Animation | Uramichi Oniisan | Tsumiki no Ie,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1805031154,Fan,494,2787,Shakugan no Shana II (Second),7.54,9,13,-1.4155865907669067,29803,Overlord,Overlord | Yagate Kimi ni Naru | Log Horizon | Yoru wa Mijikashi Arukeyo Otome | Steel Ball Run: JoJo no Kimyou na Bouken | Durarara!! | Non Non Biyori Movie: Vacation | Wind Breaker Season 2 | SSSS.Dynazenon | Houkago Shounen Hanako-kun | Michiko to Hatchin | Free! Eternal Summer,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1998175900,Beginner,13,9379,Denpa Onna to Seishun Otoko,7.11,9,13,-0.8768505454063416,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu | Code Geass: Hangyaku no Lelouch II - Handou | Gosick | Arakawa Under the Bridge | Zetman | Sidonia no Kishi | JoJo no Kimyou na Bouken Part 3: Stardust Crusaders | Mononoke Hime | High School DxD BorN | Shijou Saikyou no Deshi Kenichi | Strike the Blood | Golden Kamuy,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1954898828,Fan,364,39783,5-toubun no Hanayome ∬,8.0,2,13,-1.555620789527893,32281,Kimi no Na wa.,"Kimi no Na wa. | Suisei no Gargantia | Orange | 100-man no Inochi no Ue ni Ore wa Tatteiru | Vanitas no Karte Part 2 | Pokemon | Kyuuketsuki Sugu Shinu | Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu | Ashita no Joe 2 | Working!!! | Shiki Specials | Sasaki to Pii-chan",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1931122361,Veteran,774,6811,InuYasha: Kanketsu-hen,8.2,7,13,-0.19450028240680695,33,Kenpuu Denki Berserk,Kenpuu Denki Berserk | Rakuen Tsuihou | Shinsekai yori | Knight's & Magic | Plunderer | Kimi ga Nozomu Eien | Special A | Class no Daikirai na Joshi to Kekkon suru Koto ni Natta. | Dorohedoro | Super Crooks | Unnamed Memory | Goblin Slayer: Goblin's Crown,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1938515849,Fan,210,12467,Nazo no Kanojo X,7.22,8,13,-1.4961124658584595,6347,Baka to Test to Shoukanjuu,Baka to Test to Shoukanjuu | Blood Lad | Shinigami Bocchan to Kuro Maid | Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta | Kakegurui×× | One Punch Man 3 | Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru | Kaiba | To LOVE-Ru Darkness 2nd Specials | Maomao no Hitorigoto | Tonikaku Kawaii 2nd Season | Yuanshen: Jinzhong Ge,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1915980511,Casual,99,36793,3D Kanojo: Real Girl,6.86,10,13,-1.8400664329528809,51680,Cool Doji Danshi,Cool Doji Danshi | Gakuen Babysitters | Sugar Apple Fairy Tale | Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness | Psycho-Pass | Sabikui Bisco | MM! | Kaijuu 8-gou 2nd Season | Seijo no Maryoku wa Bannou desu | Hige wo Soru. Soshite Joshikousei wo Hirou. | Tasogare Otome x Amnesia | Sora no Aosa wo Shiru Hito yo,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,2132005292,Beginner,20,37517,Happy Sugar Life,6.75,5,13,-0.3545527160167694,49220,Isekai Ojisan,Isekai Ojisan | Karin | Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka | Wu Liuqi: Xuanwu Guo Pian | Last Exile | Aru Majo ga Shinu Made | Alien 9 | Fugou Keiji: Balance:Unlimited | RideBack | Tsugumomo | Urahara | Love Hina,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,2138365855,Casual,72,8675,Seitokai Yakuindomo,7.54,6,13,-2.5558619499206543,369,Boogiepop wa Warawanai,"Boogiepop wa Warawanai | Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari | Great Pretender | Hotarubi no Mori e | Shigurui | Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen | Fruits Basket | [Oshi no Ko] 2nd Season | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! | Gantz | Ryuuou no Oshigoto! | Kaifuku Jutsushi no Yarinaoshi",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,2045084137,Veteran,689,25397,Absolute Duo,6.41,4,13,-0.7336267232894897,59,Chobits,Chobits | Kamisama Dolls | Aoki Hagane no Arpeggio: Ars Nova | Yomigaeru Sora: Rescue Wings | Tokyo ESP | Zoku Natsume Yuujinchou | MÄR | Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo | Soukyuu no Fafner: Dead Aggressor - Heaven and Earth | Nishi no Yoki Majo: Astraea Testament | Kiznaiver | Armitage III: Dual-Matrix,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1919520565,Beginner,18,59062,Gachiakuta,8.21,7,13,-2.3269360065460205,42897,Horimiya,Horimiya | Koutetsujou no Kabaneri | Goblin Slayer | Zom 100: Zombie ni Naru made ni Shitai 100 no Koto | Great Teacher Onizuka | Ginga Eiyuu Densetsu | Sword Art Online Movie: Ordinal Scale | Meitantei Conan | Kanata no Astra | Shirobako | Rosario to Vampire | Sakamoto Days Part 2,101
